food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
138,Pine nut,Nuts,Nuts,3337,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,"",Pinus,genus,42,49,NE_P03_T3_S10,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,2.41880109408791e-05,2025797,957390,2020038,293
441,Colorado_Pinyon,Nuts,Nuts,3340,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,Pinus,genus,42,49,NE_P03_T3_S10,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,2.41880109408791e-05,2025797,957390,2020038,293
451,European_rabbit,Animal foods,Lagomorphs,9984,genbank,genus,9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,"",Oryctolagus,genus,10,14,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__,2759;7711;40674;9975;9979;9984;,6.91086026882259e-06,2025797,957390,2020038,293
353,Mule deer,Animal foods,Venison,9871,genbank,genus,9871,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,"",Odocoileus,genus,4,4,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Cervidae;g__Odocoileus;s__,2759;7711;40674;91561;9850;9871;,1.97453150537788e-06,2025797,957390,2020038,293
295,Painted comber,Aquatic foods,Fishes,349661,genbank,genus,94952,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,Serranus scriba,Serranus,genus,3,3,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Serranus;s__,2759;7711;186623;8111;30871;94952;,1.48089862903341e-06,2025797,957390,2020038,293
388,Pacific jack mackerel,Aquatic foods,Fishes,271940,genbank,genus,36211,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,Trachurus,genus,3,3,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Trachurus;s__,2759;7711;186623;1489907;8157;36211;,1.48089862903341e-06,2025797,957390,2020038,293
362,Freshwater_eel,Aquatic foods,Fishes,7935,genbank,genus,7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"",Anguilla,genus,3,3,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Anguillidae;g__Anguilla;s__,2759;7711;186623;7933;7934;7935;,1.48089862903341e-06,2025797,957390,2020038,293
494,"",Aquatic foods,Fishes,7901,genbank,genus,7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"",Acipenser,genus,9,9,NE_P03_T3_S10,k__Eukaryota;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__,2759;7711;186623;7899;7900;7901;,4.44269588710024e-06,2025797,957390,2020038,293
280,Abalone,Aquatic foods,Mollusks,6452,genbank,genus,6452,Eukaryota,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,"",Haliotis,genus,5,5,NE_P03_T3_S10,k__Eukaryota;p__Mollusca;c__Gastropoda;o__Lepetellida;f__Haliotidae;g__Haliotis;s__,2759;6447;6448;2315723;6451;6452;,2.46816438172235e-06,2025797,957390,2020038,293
353,Mule deer,Animal foods,Venison,9871,genbank,genus,9871,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,"",Odocoileus,genus,4,6,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Cervidae;g__Odocoileus;s__,2759;7711;40674;91561;9850;9871;,2.44494294114411e-06,2454045,1178917,2426708,21066
295,Painted comber,Aquatic foods,Fishes,349661,genbank,genus,94952,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,Serranus scriba,Serranus,genus,3,3,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Serranus;s__,2759;7711;186623;8111;30871;94952;,1.22247147057206e-06,2454045,1178917,2426708,21066
397,King_mackerel,Aquatic foods,Fishes,13679,genbank,genus,13678,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus cavalla,Scomberomorus,genus,6,6,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomberomorus;s__,2759;7711;186623;1489894;8224;13678;,2.44494294114411e-06,2454045,1178917,2426708,21066
470,Spanish mackerel,Aquatic foods,Fishes,99344,genbank,genus,13678,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus maculatus,Scomberomorus,genus,6,6,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomberomorus;s__,2759;7711;186623;1489894;8224;13678;,2.44494294114411e-06,2454045,1178917,2426708,21066
495,White_sucker,Aquatic foods,Fishes,7971,genbank,genus,7969,Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,Catostomus,genus,3,3,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Catostomidae;g__Catostomus;s__,2759;7711;186623;7952;7968;7969;,1.22247147057206e-06,2454045,1178917,2426708,21066
362,Freshwater_eel,Aquatic foods,Fishes,7935,genbank,genus,7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"",Anguilla,genus,6,6,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Anguillidae;g__Anguilla;s__,2759;7711;186623;7933;7934;7935;,2.44494294114411e-06,2454045,1178917,2426708,21066
494,"",Aquatic foods,Fishes,7901,genbank,genus,7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"",Acipenser,genus,7,7,NE_P35_T3_S101,k__Eukaryota;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__,2759;7711;186623;7899;7900;7901;,2.8524334313348e-06,2454045,1178917,2426708,21066
605,"",Herbs and Spices,Oilseed crops,51952,genbank,genus,51952,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,"",Elaeis,genus,4,4,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Arecales;f__Arecaceae;g__Elaeis;s__,2759;35493;3398;40551;4710;51952;,1.62996196076274e-06,2454045,1178917,2426708,21066
19,Artemisia_dracunculus,Herbs and Spices,Herbs,72341,genbank,genus,4219,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dracunculus,Artemisia,genus,10,15,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Artemisia;s__,2759;35493;3398;4209;4210;4219;,6.11235735286028e-06,2454045,1178917,2426708,21066
20,List of plants named mugwort,Herbs and Spices,Herbs,4220,genbank,genus,4219,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,Artemisia,genus,10,15,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Artemisia;s__,2759;35493;3398;4209;4210;4219;,6.11235735286028e-06,2454045,1178917,2426708,21066
467,Tragopogon porrifolius,Vegetables,Root vegetables,13731,genbank,genus,13730,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,Tragopogon porrifolius,Tragopogon,genus,5,5,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Tragopogon;s__,2759;35493;3398;4209;4210;13730;,2.03745245095343e-06,2454045,1178917,2426708,21066
346,Cottonseed,Herbs and Spices,Oilseed crops,3633,genbank,genus,3633,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,"",Gossypium,genus,5,6,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Gossypium;s__,2759;35493;3398;41938;3629;3633;,2.44494294114411e-06,2454045,1178917,2426708,21066
288,Allspice,Herbs and Spices,Spices,375272,genbank,genus,260138,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica,Pimenta,genus,3,4,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Myrtales;f__Myrtaceae;g__Pimenta;s__,2759;35493;3398;41944;3931;260138;,1.62996196076274e-06,2454045,1178917,2426708,21066
154,Rhubarb,Vegetables,Stalk vegetables,3621,genbank,genus,3620,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhabarbarum,Rheum,genus,5,5,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rheum;s__,2759;35493;3398;3524;3615;3620;,2.03745245095343e-06,2454045,1178917,2426708,21066
164,Sorrel,Herbs and Spices,Herbs,41241,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,Rumex,genus,4,4,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,1.62996196076274e-06,2454045,1178917,2426708,21066
355,Rumex,Herbs and Spices,Herbs,3618,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,"",Rumex,genus,4,4,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,1.62996196076274e-06,2454045,1178917,2426708,21066
572,Rumex_arcticus,Herbs and Spices,Herbs,395311,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex arcticus,Rumex,genus,4,4,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,1.62996196076274e-06,2454045,1178917,2426708,21066
138,Pine nut,Nuts,Nuts,3337,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,"",Pinus,genus,36,38,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,1.5484638627246e-05,2454045,1178917,2426708,21066
441,Colorado_Pinyon,Nuts,Nuts,3340,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,Pinus,genus,36,38,NE_P35_T3_S101,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,1.5484638627246e-05,2454045,1178917,2426708,21066
456,Rose hip,Herbs and Spices,Herbs,3764,genbank,genus,3764,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,"",Rosa,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Rosa;s__,2759;35493;3398;3744;3745;3764;,2.52661281275677e-06,1978934,1148861,1929086,803
301,Beech,Nuts,Nuts,21024,genbank,genus,21024,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,"",Fagus,genus,20,22,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fagales;f__Fagaceae;g__Fagus;s__,2759;35493;3398;3502;3503;21024;,1.11170963761298e-05,1978934,1148861,1929086,803
381,Hazelnut,Nuts,Nuts,13450,genbank,genus,13450,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,"",Corylus,genus,19,20,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fagales;f__Betulaceae;g__Corylus;s__,2759;35493;3398;3502;3514;13450;,1.01064512510271e-05,1978934,1148861,1929086,803
346,Cottonseed,Herbs and Spices,Oilseed crops,3633,genbank,genus,3633,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,"",Gossypium,genus,25,28,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Gossypium;s__,2759;35493;3398;41938;3629;3633;,1.41490317514379e-05,1978934,1148861,1929086,803
288,Allspice,Herbs and Spices,Spices,375272,genbank,genus,260138,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica,Pimenta,genus,3,3,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Myrtales;f__Myrtaceae;g__Pimenta;s__,2759;35493;3398;41944;3931;260138;,1.51596768765406e-06,1978934,1148861,1929086,803
19,Artemisia_dracunculus,Herbs and Spices,Herbs,72341,genbank,genus,4219,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dracunculus,Artemisia,genus,18,19,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Artemisia;s__,2759;35493;3398;4209;4210;4219;,9.60112868847571e-06,1978934,1148861,1929086,803
20,List of plants named mugwort,Herbs and Spices,Herbs,4220,genbank,genus,4219,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,Artemisia,genus,18,19,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Artemisia;s__,2759;35493;3398;4209;4210;4219;,9.60112868847571e-06,1978934,1148861,1929086,803
119,Sweet_basil,Herbs and Spices,Herbs,39350,genbank,genus,39173,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum,Ocimum,genus,11,11,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Lamiaceae;g__Ocimum;s__,2759;35493;3398;4143;4136;39173;,5.55854818806489e-06,1978934,1148861,1929086,803
469,Pouteria sapota,Fruits,Tropical fruits,233744,genbank,genus,85249,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,Pouteria sapota,Pouteria,genus,6,6,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Sapotaceae;g__Pouteria;s__,2759;35493;3398;41945;3737;85249;,3.03193537530812e-06,1978934,1148861,1929086,803
164,Sorrel,Herbs and Spices,Herbs,41241,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,Rumex,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,2.52661281275677e-06,1978934,1148861,1929086,803
355,Rumex,Herbs and Spices,Herbs,3618,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,"",Rumex,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,2.52661281275677e-06,1978934,1148861,1929086,803
572,Rumex_arcticus,Herbs and Spices,Herbs,395311,genbank,genus,3618,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex arcticus,Rumex,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rumex;s__,2759;35493;3398;3524;3615;3618;,2.52661281275677e-06,1978934,1148861,1929086,803
443,Opuntia_macrorhiza,Fruits,Tropical fruits,1041245,genbank,genus,106975,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia macrorhiza,Opuntia,genus,10,10,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Cactaceae;g__Opuntia;s__,2759;35493;3398;3524;3593;106975;,5.05322562551354e-06,1978934,1148861,1929086,803
449,Opuntia,Fruits,Tropical fruits,106975,genbank,genus,106975,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,"",Opuntia,genus,10,10,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Cactaceae;g__Opuntia;s__,2759;35493;3398;3524;3593;106975;,5.05322562551354e-06,1978934,1148861,1929086,803
577,Agave,Vegetables,Other vegetables,39509,genbank,genus,39509,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,"",Agave,genus,7,7,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Asparagaceae;g__Agave;s__,2759;35493;3398;73496;40552;39509;,3.53725793785947e-06,1978934,1148861,1929086,803
417,Dioscorea pentaphylla,Vegetables,Tubers,167592,genbank,genus,4672,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea pentaphylla,Dioscorea,genus,11,11,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Dioscoreales;f__Dioscoreaceae;g__Dioscorea;s__,2759;35493;3398;40548;4671;4672;,5.55854818806489e-06,1978934,1148861,1929086,803
519,Yam_(vegetable),Vegetables,Tubers,4672,genbank,genus,4672,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,"",Dioscorea,genus,11,11,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Dioscoreales;f__Dioscoreaceae;g__Dioscorea;s__,2759;35493;3398;40548;4671;4672;,5.55854818806489e-06,1978934,1148861,1929086,803
138,Pine nut,Nuts,Nuts,3337,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,"",Pinus,genus,168,182,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,9.19687063843463e-05,1978934,1148861,1929086,803
441,Colorado_Pinyon,Nuts,Nuts,3340,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,Pinus,genus,168,182,NE_P50_T1_S140,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,9.19687063843463e-05,1978934,1148861,1929086,803
451,European_rabbit,Animal foods,Lagomorphs,9984,genbank,genus,9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,"",Oryctolagus,genus,21,25,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__,2759;7711;40674;9975;9979;9984;,1.26330640637838e-05,1978934,1148861,1929086,803
353,Mule deer,Animal foods,Venison,9871,genbank,genus,9871,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,"",Odocoileus,genus,11,19,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Cervidae;g__Odocoileus;s__,2759;7711;40674;91561;9850;9871;,9.60112868847571e-06,1978934,1148861,1929086,803
431,Spotted_seal,Aquatic foods,Pinnipeds,39090,genbank,genus,9717,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,Phoca,genus,9,30,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Phoca;s__,2759;7711;40674;33554;9709;9717;,1.51596768765406e-05,1978934,1148861,1929086,803
377,Grouper,Aquatic foods,Fishes,94231,genbank,genus,94231,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"",Epinephelus,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Epinephelus;s__,2759;7711;186623;8111;30871;94231;,2.52661281275677e-06,1978934,1148861,1929086,803
388,Pacific jack mackerel,Aquatic foods,Fishes,271940,genbank,genus,36211,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,Trachurus,genus,4,4,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Trachurus;s__,2759;7711;186623;1489907;8157;36211;,2.02129025020541e-06,1978934,1148861,1929086,803
397,King_mackerel,Aquatic foods,Fishes,13679,genbank,genus,13678,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus cavalla,Scomberomorus,genus,3,3,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomberomorus;s__,2759;7711;186623;1489894;8224;13678;,1.51596768765406e-06,1978934,1148861,1929086,803
470,Spanish mackerel,Aquatic foods,Fishes,99344,genbank,genus,13678,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus maculatus,Scomberomorus,genus,3,3,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomberomorus;s__,2759;7711;186623;1489894;8224;13678;,1.51596768765406e-06,1978934,1148861,1929086,803
495,White_sucker,Aquatic foods,Fishes,7971,genbank,genus,7969,Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,Catostomus,genus,15,15,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Catostomidae;g__Catostomus;s__,2759;7711;186623;7952;7968;7969;,7.5798384382703e-06,1978934,1148861,1929086,803
362,Freshwater_eel,Aquatic foods,Fishes,7935,genbank,genus,7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"",Anguilla,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Anguillidae;g__Anguilla;s__,2759;7711;186623;7933;7934;7935;,2.52661281275677e-06,1978934,1148861,1929086,803
494,"",Aquatic foods,Fishes,7901,genbank,genus,7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"",Acipenser,genus,5,5,NE_P50_T1_S140,k__Eukaryota;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__,2759;7711;186623;7899;7900;7901;,2.52661281275677e-06,1978934,1148861,1929086,803
280,Abalone,Aquatic foods,Mollusks,6452,genbank,genus,6452,Eukaryota,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,"",Haliotis,genus,8,8,NE_P50_T1_S140,k__Eukaryota;p__Mollusca;c__Gastropoda;o__Lepetellida;f__Haliotidae;g__Haliotis;s__,2759;6447;6448;2315723;6451;6452;,4.04258050041083e-06,1978934,1148861,1929086,803
451,European_rabbit,Animal foods,Lagomorphs,9984,genbank,genus,9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,"",Oryctolagus,genus,3,4,NE_P37_T3_S107,k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__,2759;7711;40674;9975;9979;9984;,4.04059994828032e-06,989952,421625,983311,353
494,"",Aquatic foods,Fishes,7901,genbank,genus,7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"",Acipenser,genus,4,4,NE_P37_T3_S107,k__Eukaryota;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__,2759;7711;186623;7899;7900;7901;,4.04059994828032e-06,989952,421625,983311,353
346,Cottonseed,Herbs and Spices,Oilseed crops,3633,genbank,genus,3633,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,"",Gossypium,genus,3,3,NE_P37_T3_S107,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Gossypium;s__,2759;35493;3398;41938;3629;3633;,3.03044996121024e-06,989952,421625,983311,353
154,Rhubarb,Vegetables,Stalk vegetables,3621,genbank,genus,3620,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhabarbarum,Rheum,genus,3,3,NE_P37_T3_S107,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Rheum;s__,2759;35493;3398;3524;3615;3620;,3.03044996121024e-06,989952,421625,983311,353
138,Pine nut,Nuts,Nuts,3337,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,"",Pinus,genus,5,6,NE_P37_T3_S107,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,6.06089992242048e-06,989952,421625,983311,353
441,Colorado_Pinyon,Nuts,Nuts,3340,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,Pinus,genus,5,6,NE_P37_T3_S107,k__Eukaryota;p__Streptophyta;c__Pinopsida;o__Pinales;f__Pinaceae;g__Pinus;s__,2759;35493;58019;1446380;3318;3337;,6.06089992242048e-06,989952,421625,983311,353
451,European_rabbit,Animal foods,Lagomorphs,9984,genbank,genus,9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,"",Oryctolagus,genus,5,6,NE_P11_T2_S31,k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__,2759;7711;40674;9975;9979;9984;,4.761969010693e-06,1259983,582001,1250884,7568
495,White_sucker,Aquatic foods,Fishes,7971,genbank,genus,7969,Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,Catostomus,genus,3,3,NE_P11_T2_S31,k__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Catostomidae;g__Catostomus;s__,2759;7711;186623;7952;7968;7969;,2.3809845053465e-06,1259983,582001,1250884,7568
362,Freshwater_eel,Aquatic foods,Fishes,7935,genbank,genus,7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"",Anguilla,genus,3,3,NE_P11_T2_S31,k__Eukaryota;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Anguillidae;g__Anguilla;s__,2759;7711;186623;7933;7934;7935;,2.3809845053465e-06,1259983,582001,1250884,7568
