food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
316,Bubalus_bubalis,Animal foods,Bovines,89462,genbank,species,89462,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Bubalus bubalis,species,4,5,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Bubalus;s__Bubalus bubalis,2759;7711;40674;91561;9895;9918;89462,3.36418968108828e-06,1486242,662483,1478039,7615
364,Elk,Animal foods,Venison,1574408,genbank,species,1574408,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis,Cervus canadensis,species,5,7,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Cervidae;g__Cervus;s__Cervus canadensis,2759;7711;40674;91561;9850;9859;1574408,4.70986555352359e-06,1486242,662483,1478039,7615
302,Beluga_whale,Aquatic foods,Cetaceans,9749,genbank,species,9749,Eukaryota,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas,Delphinapterus leucas,species,5,7,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Monodontidae;g__Delphinapterus;s__Delphinapterus leucas,2759;7711;40674;91561;9747;9748;9749,4.70986555352359e-06,1486242,662483,1478039,7615
477,Ringed seal,Aquatic foods,Pinnipeds,9718,genbank,species,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,Pusa hispida,species,3,9,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Pusa;s__Pusa hispida,2759;7711;40674;33554;9709;693430;9718,6.0555414259589e-06,1486242,662483,1478039,7615
383,Horse,Animal foods,Equines,9796,genbank,species,9796,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Equus caballus,species,5,8,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus,2759;7711;40674;9787;9788;9789;9796,5.38270348974124e-06,1486242,662483,1478039,7615
611,Rock_ptarmigan,Animal foods,Poultry,64668,genbank,species,64668,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta,Lagopus muta,species,7,7,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Lagopus;s__Lagopus muta,2759;7711;8782;8976;9005;30409;64668,4.70986555352359e-06,1486242,662483,1478039,7615
334,Chicken,Animal foods,Poultry,9031,genbank,species,9031,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Gallus gallus,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus gallus,2759;7711;8782;8976;9005;9030;9031,2.01851380865297e-06,1486242,662483,1478039,7615
365,Emu,Animal foods,Poultry,8790,genbank,species,8790,Eukaryota,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae,Dromaius novaehollandiae,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Aves;o__Casuariiformes;f__Dromaiidae;g__Dromaius;s__Dromaius novaehollandiae,2759;7711;8782;8784;8788;8789;8790,2.01851380865297e-06,1486242,662483,1478039,7615
294,Atlantic mackerel,Aquatic foods,Fishes,13677,genbank,species,13677,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomber;s__Scomber scombrus,2759;7711;186623;1489894;8224;13675;13677,2.01851380865297e-06,1486242,662483,1478039,7615
523,Yellowtail amberjack,Aquatic foods,Fishes,302047,genbank,species,302047,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola lalandi,Seriola lalandi,species,3,5,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriola;s__Seriola lalandi,2759;7711;186623;1489907;8157;8160;302047,3.36418968108828e-06,1486242,662483,1478039,7615
498,Swordfish,Aquatic foods,Fishes,8245,genbank,species,8245,Eukaryota,Chordata,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,Xiphias gladius,Xiphias gladius,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Istiophoriformes;f__Xiphiidae;g__Xiphias;s__Xiphias gladius,2759;7711;186623;1489906;8243;8244;8245,2.01851380865297e-06,1486242,662483,1478039,7615
327,Common carp,Aquatic foods,Fishes,7962,genbank,species,7962,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,Cyprinus carpio,species,5,34,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Cyprinus;s__Cyprinus carpio,2759;7711;186623;7952;7953;7961;7962,2.28764898314003e-05,1486242,662483,1478039,7615
582,Carp_bream,Aquatic foods,Fishes,38527,genbank,species,38527,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Abramis,Abramis brama,Abramis brama,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Abramis;s__Abramis brama,2759;7711;186623;7952;2743726;38526;38527,2.01851380865297e-06,1486242,662483,1478039,7615
329,Channel_catfish,Aquatic foods,Fishes,7998,genbank,species,7998,Eukaryota,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,Ictalurus punctatus,species,10,10,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ictaluridae;g__Ictalurus;s__Ictalurus punctatus,2759;7711;186623;7995;7996;7997;7998,6.72837936217655e-06,1486242,662483,1478039,7615
589,Spiny dogfish,Aquatic foods,Fishes,7797,genbank,species,7797,Eukaryota,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias,Squalus acanthias,species,8,8,NE_P01_T3_S4,k__Eukaryota;p__Chordata;c__Chondrichthyes;o__Squaliformes;f__Squalidae;g__Squalus;s__Squalus acanthias,2759;7711;7777;282414;30511;7796;7797,5.38270348974124e-06,1486242,662483,1478039,7615
307,Blue mussel,Aquatic foods,Mollusks,6550,genbank,species,6550,Eukaryota,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,Mytilus edulis,species,4,4,NE_P01_T3_S4,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Mytilida;f__Mytilidae;g__Mytilus;s__Mytilus edulis,2759;6447;6544;6546;6547;6548;6550,2.69135174487062e-06,1486242,662483,1478039,7615
361,Eastern oyster,Aquatic foods,Mollusks,6565,genbank,species,6565,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,Crassostrea virginica,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Ostreida;f__Ostreidae;g__Crassostrea;s__Crassostrea virginica,2759;6447;6544;6562;6563;6564;6565,2.01851380865297e-06,1486242,662483,1478039,7615
340,Clinocardium nuttallii,Aquatic foods,Mollusks,410350,genbank,species,410350,Eukaryota,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Clinocardium nuttallii,species,4,4,NE_P01_T3_S4,k__Eukaryota;p__Mollusca;c__Bivalvia;o__Cardiida;f__Cardiidae;g__Clinocardium;s__Clinocardium nuttallii,2759;6447;6544;2783445;55708;241157;410350,2.69135174487062e-06,1486242,662483,1478039,7615
344,Common octopus,Aquatic foods,Mollusks,6645,genbank,species,6645,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,Octopus vulgaris,species,5,5,NE_P01_T3_S4,k__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Octopus;s__Octopus vulgaris,2759;6447;6605;6638;6647;6643;6645,3.36418968108828e-06,1486242,662483,1478039,7615
425,Enteroctopus dofleini,Aquatic foods,Mollusks,267067,genbank,species,267067,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Enteroctopus,Enteroctopus dofleini,Enteroctopus dofleini,species,5,5,NE_P01_T3_S4,k__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Enteroctopus;s__Enteroctopus dofleini,2759;6447;6605;6638;6647;267066;267067,3.36418968108828e-06,1486242,662483,1478039,7615
404,American lobster,Aquatic foods,Crustaceans,6706,genbank,species,6706,Eukaryota,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,Homarus americanus,species,5,5,NE_P01_T3_S4,k__Eukaryota;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Nephropidae;g__Homarus;s__Homarus americanus,2759;6656;6681;6683;6704;6705;6706,3.36418968108828e-06,1486242,662483,1478039,7615
286,Paralithodes camtschaticus,Aquatic foods,Crustaceans,6741,genbank,species,6741,Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,Paralithodes camtschaticus,species,4,5,NE_P01_T3_S4,k__Eukaryota;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Lithodidae;g__Paralithodes;s__Paralithodes camtschaticus,2759;6656;6681;6683;6739;6740;6741,3.36418968108828e-06,1486242,662483,1478039,7615
338,Garland chrysanthemum,Vegetables,Leaf vegetables,99038,genbank,species,99038,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,Glebionis coronaria,species,4,4,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Glebionis;s__Glebionis coronaria,2759;35493;3398;4209;4210;1478145;99038,2.69135174487062e-06,1486242,662483,1478039,7615
86,Sunflower,Herbs and Spices,Oilseed crops,4232,genbank,species,4232,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus,Helianthus annuus,species,3,4,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus annuus,2759;35493;3398;4209;4210;4231;4232,2.69135174487062e-06,1486242,662483,1478039,7615
392,Jerusalem artichoke,Vegetables,Tubers,4233,genbank,species,4233,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,Helianthus tuberosus,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Helianthus;s__Helianthus tuberosus,2759;35493;3398;4209;4210;4231;4233,2.01851380865297e-06,1486242,662483,1478039,7615
17,Arctium_lappa,Vegetables,Root vegetables,4217,genbank,species,4217,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium lappa,Arctium lappa,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Arctium;s__Arctium lappa,2759;35493;3398;4209;4210;4216;4217,2.01851380865297e-06,1486242,662483,1478039,7615
15,Wild celery,Herbs and Spices,Spices,4045,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,6.0555414259589e-06,1486242,662483,1478039,7615
214,Celeriac,Vegetables,Root vegetables,278110,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,6.0555414259589e-06,1486242,662483,1478039,7615
215,Apium_graveolens,Vegetables,Stalk vegetables,117781,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,6.0555414259589e-06,1486242,662483,1478039,7615
249,Apium_graveolens_var._secalinum,Herbs and Spices,Herbs,941588,genbank,species,4045,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,Apium graveolens,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Apiaceae;g__Apium;s__Apium graveolens,2759;35493;3398;4036;4037;4044;4045,6.0555414259589e-06,1486242,662483,1478039,7615
219,Ginseng,Herbs and Spices,Spices,4054,genbank,species,4054,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,Panax ginseng,Panax ginseng,species,6,8,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Apiales;f__Araliaceae;g__Panax;s__Panax ginseng,2759;35493;3398;4036;4050;4053;4054,5.38270348974124e-06,1486242,662483,1478039,7615
166,Sambucus nigra,Fruits,Berries,4202,genbank,species,4202,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,Sambucus nigra,species,16,18,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Dipsacales;f__Adoxaceae;g__Sambucus;s__Sambucus nigra,2759;35493;3398;4199;4206;4201;4202,1.21110828519178e-05,1486242,662483,1478039,7615
40,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
909,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
910,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
911,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
912,Capsicum_annuum,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
913,Italian sweet pepper,Vegetables,Fruit vegetables,4072,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
436,Capsicum_frutescens,Vegetables,Fruit vegetables,40321,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,6.0555414259589e-06,1486242,662483,1478039,7615
232,Capsicum_chinense,Vegetables,Fruit vegetables,80379,genbank,species,80379,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum chinense,Capsicum chinense,species,6,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum chinense,2759;35493;3398;4069;4070;4071;80379,6.0555414259589e-06,1486242,662483,1478039,7615
231,Capsicum_baccatum,Vegetables,Fruit vegetables,165788,genbank,species,33114,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum baccatum,Capsicum baccatum,species,4,5,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum baccatum,2759;35493;3398;4069;4070;4071;33114,3.36418968108828e-06,1486242,662483,1478039,7615
879,Capsicum_pubescens,Vegetables,Fruit vegetables,113210,genbank,species,113210,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum pubescens,Capsicum pubescens,species,3,4,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum pubescens,2759;35493;3398;4069;4070;4071;113210,2.69135174487062e-06,1486242,662483,1478039,7615
175,Potato,Vegetables,Tubers,4113,genbank,species,4113,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum,Solanum tuberosum,species,4,8,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Solanum;s__Solanum tuberosum,2759;35493;3398;4069;4070;4107;4113,5.38270348974124e-06,1486242,662483,1478039,7615
159,Rosemary,Herbs and Spices,Herbs,39367,genbank,species,39367,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus,Salvia rosmarinus,species,3,6,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Lamiaceae;g__Salvia;s__Salvia rosmarinus,2759;35493;3398;4143;4136;21880;39367,4.03702761730593e-06,1486242,662483,1478039,7615
38,Tea,Teas,Teas,4442,genbank,species,4442,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia sinensis,Camellia sinensis,species,3,8,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Theaceae;g__Camellia;s__Camellia sinensis,2759;35493;3398;41945;27065;4441;4442,5.38270348974124e-06,1486242,662483,1478039,7615
73,Japanese_persimmon,Fruits,Tropical fruits,35925,genbank,species,35925,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros kaki,Diospyros kaki,species,7,8,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Ebenaceae;g__Diospyros;s__Diospyros kaki,2759;35493;3398;41945;19955;13492;35925,5.38270348974124e-06,1486242,662483,1478039,7615
197,Broad_bean,Pulses,Beans,3906,genbank,species,3906,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,Vicia faba,species,7,8,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Vicia;s__Vicia faba,2759;35493;3398;72025;3803;3904;3906,5.38270348974124e-06,1486242,662483,1478039,7615
96,Lathyrus sativus,Pulses,Peas,3860,genbank,species,3860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus sativus,Lathyrus sativus,species,4,4,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Lathyrus;s__Lathyrus sativus,2759;35493;3398;72025;3803;3853;3860,2.69135174487062e-06,1486242,662483,1478039,7615
326,Carob,Vegetables,Other vegetables,20340,genbank,species,20340,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,Ceratonia siliqua,Ceratonia siliqua,species,3,6,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Ceratonia;s__Ceratonia siliqua,2759;35493;3398;72025;3803;20339;20340,4.03702761730593e-06,1486242,662483,1478039,7615
457,Roselle_(plant),Herbs and Spices,Herbs,183260,genbank,species,183260,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus sabdariffa,Hibiscus sabdariffa,species,10,11,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Hibiscus;s__Hibiscus sabdariffa,2759;35493;3398;41938;3629;47605;183260,7.40121729839421e-06,1486242,662483,1478039,7615
748,Hibiscus_tea,Teas,Herbal teas,183260,genbank,species,183260,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus sabdariffa,Hibiscus sabdariffa,species,10,11,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Hibiscus;s__Hibiscus sabdariffa,2759;35493;3398;41938;3629;47605;183260,7.40121729839421e-06,1486242,662483,1478039,7615
140,Pistachio,Nuts,Nuts,55513,genbank,species,55513,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Pistacia vera,Pistacia vera,species,8,10,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Anacardiaceae;g__Pistacia;s__Pistacia vera,2759;35493;3398;41937;4011;55512;55513,6.72837936217655e-06,1486242,662483,1478039,7615
399,Chenopodium album,Vegetables,Leaf vegetables,3559,genbank,species,3559,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,Chenopodium album,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__Chenopodium;s__Chenopodium album,2759;35493;3398;3524;1804623;3558;3559,2.01851380865297e-06,1486242,662483,1478039,7615
25,Beet,Vegetables,Leaf vegetables,161934,genbank,species,161934,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris,Beta vulgaris,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__Beta;s__Beta vulgaris,2759;35493;3398;3524;1804623;3554;161934,2.01851380865297e-06,1486242,662483,1478039,7615
237,Swiss_chard,Vegetables,Leaf vegetables,1527200,genbank,species,161934,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris,Beta vulgaris,species,3,3,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__Beta;s__Beta vulgaris,2759;35493;3398;3524;1804623;3554;161934,2.01851380865297e-06,1486242,662483,1478039,7615
8,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,24,26,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,1.7493786341659e-05,1486242,662483,1478039,7615
880,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,24,26,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,1.7493786341659e-05,1486242,662483,1478039,7615
6,Onion,Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,15,17,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,1.14382449157001e-05,1486242,662483,1478039,7615
226,"",Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,15,17,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,1.14382449157001e-05,1486242,662483,1478039,7615
241,Welsh_onion,Herbs and Spices,Herbs,35875,genbank,species,35875,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium fistulosum,Allium fistulosum,species,13,17,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium fistulosum,2759;35493;3398;73496;4668;4678;35875,1.14382449157001e-05,1486242,662483,1478039,7615
187,Common wheat,Cereals and cereal products,Cereals,4565,genbank,species,4565,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum,Triticum aestivum,species,7,9,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Triticum;s__Triticum aestivum,2759;35493;3398;38820;4479;4564;4565,6.0555414259589e-06,1486242,662483,1478039,7615
88,Barley,Cereals and cereal products,Cereals,4513,genbank,species,4513,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,Hordeum vulgare,species,6,6,NE_P01_T3_S4,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Hordeum;s__Hordeum vulgare,2759;35493;3398;38820;4479;4512;4513,4.03702761730593e-06,1486242,662483,1478039,7615
