"","X","Value","Std.Error","DF","t.value","p.value","GeneFamily","Group","FDR","BaselineGroup","BaselineLinear"
"1","DayGroupEarly3065",0.273176826068832,0.0532225312898761,179,5.13272892980186,7.3930348879895e-07,"K11050","Early",0.00124546123689148,0.289608007827963,0.319107069691478
"2","DayGroupEarly2840",0.564134409021469,0.111031324124768,179,5.08085815843773,9.39290944882898e-07,"K09747","Early",0.00124546123689148,1.72152513125322,1.67484006250688
"3","DayGroupEarly3615",0.192553190287032,0.0379132927565114,179,5.07877781873647,9.48320738749858e-07,"K18349","Early",0.00124546123689148,0.353185145357281,0.368745314998908
"4","DayGroupEarly953",0.117088373097625,0.025366177980786,169,4.61592492122052,7.71136456403867e-06,"K02173","Early",0.00759569409557809,0.100010959972677,0.109776284804432
"5","DayGroupEarly940",0.475519266256993,0.104526948823778,179,4.54925042400951,9.9029745514185e-06,"K02118","Early",0.00780354394651778,1.65233619550584,1.66662543499453
"6","DayGroupEarly3397",0.218289217781873,0.0489886038650057,179,4.45591832711536,1.46916357626184e-05,"K14761","Early",0.00835037525602813,0.40760251175376,0.421592959961194
"7","DayGroupEarly578",0.3072886132918,0.0690866678913065,179,4.44787138634699,1.51956854128182e-05,"K01515","Early",0.00835037525602813,0.748384335876711,0.746530635691897
"8","DayGroupEarly2068",0.0897725128079164,0.0201608791120859,143,4.45280745491402,1.6955076661986e-05,"K05967","Early",0.00835037525602813,0.0692063517819131,0.073579622610349
"9","DayGroupEarly36",0.142916413394824,0.032657104420434,179,4.37627327747403,2.04752558140582e-05,"K00068","Early",0.00835980076917163,0.129902882583189,0.137041402348176
"10","DayGroupEarly2299",0.183783067061834,0.0420543746770318,171,4.37012958754581,2.14900650640952e-05,"K06987","Early",0.00835980076917163,0.336374142590186,0.350336205438099
"11","DayGroupEarly1186",0.38648592349629,0.0889584143457849,179,4.34456848560726,2.33395452946416e-05,"K02647","Early",0.00835980076917163,0.829962451453578,0.828199201754265
"12","DayGroupEarly486",0.0983438671414333,0.0231437549104907,147,4.24926151878905,3.79110531820709e-05,"K01227","Early",0.0124474624614466,0.0796674143916033,0.0839017119630066
"13","DayGroupEarly571",0.235120383228488,0.0563927943807894,179,4.16933379184671,4.75266493933628e-05,"K01493","Early",0.0144042306622961,0.455166983866383,0.429511258168202
"14","DayGroupEarly3576",0.122578362722086,0.0295995248009218,172,4.14122738613251,5.40468550673087e-05,"K17723","Early",0.0152103292117997,0.125903306045922,0.13996500911179
"15","DayGroupEarly2883",0.231880487646921,0.0572264595023537,179,4.05198031930288,7.56042673683665e-05,"K09812","Early",0.0193127299066803,0.526879889423301,0.554016871543818
"16","DayGroupEarly1308",0.478460913342457,0.118354561797026,179,4.04260643677596,7.84273295702755e-05,"K02948","Early",0.0193127299066803,3.9524240173997,4.01841173312282
"17","DayGroupEarly1443",0.0658550461403021,0.0164297774605771,168,4.00827377597291,9.17896285981002e-05,"K03338","Early",0.0212735962750891,0.0424107805980963,0.0445835011461298
"18","DayGroupLate20",-0.145606641781563,0.0366322318726817,179,-3.97482310899402,0.000102042967212788,"K00040","Late",0.173294339436562,0.487061062156424,0.477388112699978
"19","DayGroupEarly1729",0.155275134643646,0.0390684775265441,179,3.97443526019533,0.000102195804433961,"K03767","Early",0.022369526081656,0.238964198485151,0.282165621249417
"20","DayGroupEarly2156",0.267231545030673,0.067568269550451,179,3.95498577673563,0.000110145772973877,"K06207","Early",0.022470302971177,0.784595235719981,0.796415421819931
"21","DayGroupEarly1245",0.102442933858024,0.0257534377784678,132,3.97783529869846,0.00011406245163034,"K02812","Early",0.022470302971177,0.0699664614490814,0.0727778838171414
"22","DayGroupEarly690",0.197191502079498,0.0502571466459791,175,3.92365096786238,0.000125157778063197,"K01715","Early",0.0234819831223332,0.292269978565245,0.293636091411211
"23","DayGroupLate3456",-0.0828781467254569,0.0211968080051635,179,-3.90993524615915,0.00013087988202996,"K15771","Late",0.173294339436562,0.16319348019743,0.154269957759911
"24","DayGroupEarly1246",0.102913928445672,0.0261440344528581,136,3.93642108417668,0.000131435013169409,"K02813","Early",0.0235388159948851,0.0675343569117744,0.0709951387212581
"25","DayGroupLate3394",-0.0426274224656846,0.0109055613618477,177,-3.90877837933344,0.000131950004647128,"K14731","Late",0.173294339436562,0.0927172555678371,0.0855279442652789
"26","DayGroupEarly3037",0.0825448232002161,0.0213264388692763,176,3.87053946072231,0.000152831980004813,"K10709","Early",0.026180782661694,0.103994978045633,0.110949497288349
"27","DayGroupEarly2322",0.0902417443362444,0.0233793750488481,161,3.85988693657106,0.000163908603141709,"K07029","Early",0.0261969045437614,0.0867039265786473,0.0913471091490338
"28","DayGroupEarly2271",0.125824580416743,0.0326891698493962,157,3.84912131438135,0.000172142755273751,"K06934","Early",0.0261969045437614,0.109970825191115,0.115317841233049
"29","DayGroupEarly2530",0.244346688742985,0.0639664547210629,179,3.81991920309642,0.000183919660165241,"K07533","Early",0.0261969045437614,0.282882563984834,0.27539759459998
"30","DayGroupEarly3740",0.0624472552239041,0.0163365612449961,160,3.82254590102502,0.00018880240269872,"K19508","Early",0.0261969045437614,0.0937302846533255,0.0945623493582739
"31","DayGroupEarly1144",0.0255922726969014,0.00669643532079293,154,3.82177553741698,0.000191843442056734,"K02531","Early",0.0261969045437614,0.00565705328283952,0.00647703860718272
"32","DayGroupEarly2285",0.378719246405507,0.099472109789451,179,3.80729077936648,0.000192819855778955,"K06960","Early",0.0261969045437614,1.52502226586613,1.4714847804896
"33","DayGroupLate452",-0.165490269115426,0.0435550309724742,179,-3.79956724677827,0.000198462746222854,"K01163","Late",0.195485805029511,0.654729533727052,0.675008763097157
"34","DayGroupEarly1730",0.280088603988215,0.0738893916217155,179,3.79064704473624,0.000205174591277173,"K03768","Early",0.0269462629877354,0.967600774464854,0.952504316603993
"35","DayGroupEarly1953",0.0412615355085565,0.0107651620774442,107,3.83287638511362,0.000214149173380627,"K05352","Early",0.0272176691328925,0.00863083494681047,0.00980894047456753
"36","DayGroupEarly1392",0.238662453760353,0.0633527749717403,179,3.767198104058,0.000223858622822465,"K03216","Early",0.0275625929350161,0.395691804741698,0.429494808191765
"37","DayGroupEarly2929",0.0275665239066878,0.00730913174294481,154,3.77151827004576,0.000230873350109174,"K09925","Early",0.0275648787706104,0.018494811932581,0.017423373295124
"38","DayGroupEarly1201",0.118426151003439,0.0315889854622525,164,3.74896975228766,0.000245778086225052,"K02744","Early",0.0284813429331384,0.198253499833619,0.215610962018509
"39","DayGroupEarly1317",0.625800033086052,0.167600724413918,179,3.73387427336253,0.000253198842347347,"K02965","Early",0.0285029553956728,4.12998220806772,4.14560607819032
"40","DayGroupEarly2992",0.239472347563901,0.0648655152012443,179,3.69182834393502,0.000295421322292138,"K10112","Early",0.0314099743039615,0.672132647917386,0.699070876620407
"41","DayGroupEarly2348",0.110303159142868,0.0298942505128145,173,3.68977837713594,0.000300428264062573,"K07080","Early",0.0314099743039615,0.220106056324995,0.227063484433781
"42","DayGroupEarly3903",0.225397567812676,0.0611671655245474,179,3.68494380734742,0.000302938838464603,"K22132","Early",0.0314099743039615,0.602486185206981,0.607671466755448
"43","DayGroupLate766",-0.0214665226309658,0.00581233293858381,146,-3.69327133489985,0.000312169996590156,"K01849","Late",0.227468624565028,0.0394646757991771,0.0416603802175787
"44","DayGroupEarly864",0.180442783745591,0.0491357209672912,179,3.67233410222491,0.000317178572370397,"K02017","Early",0.032043168593317,0.342647951576665,0.332185879154409
"45","DayGroupEarly3592",0.0918242593743981,0.0251687584522689,173,3.64834282741986,0.000349144676015729,"K18014","Early",0.033650291707916,0.159015621110425,0.1685354315142
"46","DayGroupEarly3261",0.121349476979175,0.0332841358487508,177,3.64586533147831,0.000350168010158517,"K12992","Early",0.033650291707916,0.174519280638601,0.172059823348081
"47","DayGroupEarly82",0.0830671849451352,0.0228324445615375,173,3.63812051404546,0.000362261332262822,"K00171","Early",0.033983563074179,0.142414326663734,0.135453909753909
"48","DayGroupEarly913",0.186454516193763,0.0514424566925417,179,3.62452589129157,0.000377113202656109,"K02072","Early",0.034554093452676,0.403252244557026,0.416485337208807
"49","DayGroupLate1296",7.14188389561455,1.97258820290898,179,3.62056504499135,0.000382530571451145,"K02913","Late",0.227468624565028,17.7622558175117,19.2646720938742
"50","DayGroupLate2539",-0.104267049981703,0.0289206544246845,179,-3.6052797578712,0.000404132074100303,"K07576","Late",0.227468624565028,0.273965845037612,0.265781358252693
"51","DayGroupEarly3781",0.0282069454024868,0.00777551082665527,135,3.62766460382132,0.000404493301357856,"K20342","Early",0.0362205365306807,0.065014737036972,0.0851622966154434
"52","DayGroupEarly2057",0.209691185972974,0.0583230650267289,179,3.59533892597851,0.000418791862943688,"K05896","Early",0.0366675542221807,0.387527606845985,0.396343888644782
"53","DayGroupEarly1309",0.518959103974407,0.14526169721339,179,3.57258048012516,0.000454261036137979,"K02950","Early",0.0388251659523964,4.58891224875721,4.60409914513149
"54","DayGroupEarly175",0.0880038020300201,0.024605711842602,157,3.57655988954773,0.000463142842579348,"K00395","Early",0.0388251659523964,0.10750412861016,0.10808358533637
"55","DayGroupEarly1780",0.201656379909983,0.056635137851487,179,3.56062309654444,0.000474011138845445,"K03826","Early",0.0389084143135636,0.2931588834011,0.300952555244208
"56","DayGroupEarly1862",0.0733195441163201,0.0207959807547094,179,3.5256593560617,0.000536495550565106,"K04074","Early",0.0429695729365703,0.101705114794987,0.102131511997917
"57","DayGroupEarly3660",0.0477508225399336,0.0133695961469322,101,3.57159797612066,0.000545299148941248,"K18918","Early",0.0429695729365703,0.0373141272495166,0.0398138522987776
"58","DayGroupEarly1235",0.12440480215016,0.0353836501626531,175,3.51588379317258,0.000558185014091399,"K02798","Early",0.04312252853961,0.158325572560983,0.177687295630008
"59","DayGroupEarly2650",0.296431426129269,0.0846772341382887,179,3.50072164196057,0.000585704618518086,"K07862","Early",0.0437466769218001,0.675179084499137,0.720294106783208
"60","DayGroupEarly2615",0.242590217478929,0.0694180689215812,179,3.49462641712165,0.000598360704777459,"K07742","Early",0.0437466769218001,0.459259340406086,0.448023531145555
"61","DayGroupEarly983",0.0297160510730245,0.00842325888300623,117,3.52785679340524,0.000599573744613504,"K02243","Early",0.0437466769218001,0.0869774698861327,0.115805495588168
"62","DayGroupEarly2526",0.111896911242771,0.0321592778498896,177,3.47945969947069,0.00063253393413051,"K07502","Early",0.0446473351034497,0.187925198598636,0.176976422517787
"63","DayGroupEarly2084",0.283050765024446,0.0813872162018911,179,3.47782831547283,0.000634581412637864,"K06023","Early",0.0446473351034497,0.765270413084789,0.757280527993149
"64","DayGroupLate743",-0.226849214201791,0.0653355643646172,179,-3.47206328448954,0.000647479192303648,"K01811","Late",0.318155006345018,0.580945225821315,0.565032155741709
"65","DayGroupEarly513",0.0124624429891121,0.00356456614744533,126,3.49620191451454,0.000652312126823793,"K01286","Early",0.0450896452576446,0.0063484251484246,0.00759460748675064
"66","DayGroupEarly123",0.167255862140223,0.0483252684710663,179,3.4610436202825,0.000672819737781808,"K00278","Early",0.0453648657612537,0.337843271360843,0.333322296463371
"67","DayGroupEarly441",0.142051516880818,0.041075783148466,179,3.45827896615826,0.000679321593886795,"K01142","Early",0.0453648657612537,0.318200011223219,0.31422961152043
"68","DayGroupEarly1249",0.203830471323656,0.0594340182900944,179,3.42952533225619,0.000750526040849454,"K02821","Early",0.0492845433491141,0.248110444484579,0.27689059136017
"69","DayGroupEarly1520",0.226480317006642,0.0663441786684121,179,3.41371800137266,0.000792589961061486,"K03521","Early",0.0511935155177419,0.494027475768628,0.495058448001818
"70","DayGroupLate3717",-0.00695463214380623,0.00201235340588487,102,-3.45596957446356,0.000800560513696893,"K19285","Late",0.318155006345018,0.0211357824351015,0.0208039397195394
"71","DayGroupEarly645",0.483382910091885,0.142099922921428,179,3.40171127579825,0.000826003913836091,"K01647","Early",0.0524912164599064,2.19596090884655,2.18587882853597
"72","DayGroupEarly2",0.189367672043469,0.0557655548589672,179,3.3957820830867,0.000842986300912251,"K00003","Early",0.0527200956443535,0.550072564293597,0.550797447762611
"73","DayGroupLate3123",-0.0185642351779591,0.00545012501293553,144,-3.40620355200992,0.000853983452871142,"K11615","Late",0.318155006345018,0.0459314083204159,0.0482777869147973
"74","DayGroupEarly3245",0.095876000510884,0.0283035476846251,173,3.38741989446663,0.000873478983305384,"K12941","Early",0.0534732531978188,0.154956368859364,0.163684926179706
"75","DayGroupEarly1380",0.123327503858703,0.0364460584173505,175,3.38383653031715,0.000882172958847264,"K03186","Early",0.0534732531978188,0.131042965620531,0.143317065034672
"76","DayGroupEarly1797",0.0894334665881412,0.0265498369912784,179,3.36851283183094,0.000925379551598727,"K03856","Early",0.0552423550499846,0.181274588577136,0.186446770439939
"77","DayGroupLate2491",-0.347952735274527,0.103361440644163,179,-3.36636886159904,0.000932166745138261,"K07407","Late",0.318155006345018,1.46331763119975,1.45868420812057
"78","DayGroupEarly1277",0.483172799566195,0.143689503871579,179,3.36261721662026,0.000944155390260507,"K02878","Early",0.0555219736959164,3.63606720672207,3.71087953211384
"79","DayGroupEarly1508",0.388406544112958,0.115775948038866,179,3.35481203732031,0.000969560351306942,"K03495","Early",0.0561774674139611,1.29827283598446,1.29846489767266
"80","DayGroupLate519",-0.0575817649308369,0.0171972809671651,176,-3.34830634219318,0.000994444123458666,"K01308","Late",0.318155006345018,0.142688504983488,0.13528212321382
"81","DayGroupEarly902",0.523256986983495,0.156687055283708,179,3.33950361142503,0.00102125166207945,"K02057","Early",0.0583149499796091,2.50299395488713,2.55290834388958
"82","DayGroupEarly2300",-0.0632281879879704,0.0189292181054806,149,-3.34024298497908,0.00105788288470706,"K06989","Early",0.0586135629644107,0.0922772190772651,0.0980688534881293
"83","DayGroupEarly51",0.239557905178266,0.071986958384823,179,3.32779590294193,0.0010625081350524,"K00104","Early",0.0586135629644107,0.461421407684509,0.463416722186741
"84","DayGroupEarly2110",0.0240773865397765,0.00720368991826485,137,3.34236853792507,0.00107111079528872,"K06148","Early",0.0586135629644107,0.0508582359955818,0.0662164599392042
"85","DayGroupLate765",-0.0177602522894738,0.00535094700279455,146,-3.31908581419298,0.00114044803409319,"K01848","Late",0.318155006345018,0.0408580030812136,0.0413282485903251
"86","DayGroupEarly1224",0.205382006996008,0.0621882753375031,176,3.3025840623715,0.00116026657372028,"K02781","Early",0.0626226068555879,0.254488714830852,0.277943403526748
"87","DayGroupEarly3578",0.102517051277725,0.0311608340031831,176,3.28993284541912,0.00121050796828548,"K17734","Early",0.0641815196913873,0.160466449094639,0.150236877869494
"88","DayGroupEarly2861",0.156029827690702,0.0475317271053565,179,3.28264587030162,0.00123661228501284,"K09779","Early",0.0641815196913873,0.280987500662065,0.281763069868219
"89","DayGroupEarly3818",0.418671734826724,0.127554153139345,179,3.28230578560111,0.00123801916155976,"K21071","Early",0.0641815196913873,1.94449963695966,1.88003015928151
"90","DayGroupLate3215",0.0803527089375937,0.0245197226147432,174,3.27706435346374,0.00126629177358718,"K12339","Late",0.318155006345018,0.104766864782227,0.121347163719788
"91","DayGroupEarly1519",0.165435007992085,0.050712024079613,179,3.2622442309218,0.00132369757567543,"K03518","Early",0.0670978406113753,0.322159508372323,0.320610641216326
"92","DayGroupEarly3092",0.219963096393035,0.0674112393505989,173,3.2630032990349,0.00132833288519982,"K11184","Early",0.0670978406113753,0.358030109601275,0.336128687004816
"93","DayGroupLate243",0.229284284101824,0.0703284038857892,179,3.26019462170894,0.00133275489292842,"K00674","Late",0.318155006345018,0.427766717146528,0.47223187977293
"94","DayGroupLate894",-0.155904125908097,0.0478303985668693,179,-3.25951968997571,0.00133575004460109,"K02049","Late",0.318155006345018,0.458268249473321,0.440043553798989
"95","DayGroupLate3590",-0.0306575791327648,0.00941856536203445,167,-3.25501580700849,0.00137275002737698,"K18012","Late",0.318155006345018,0.0821711807642824,0.0834372560328544
"96","DayGroupEarly2327",0.113572481879648,0.0353095070256107,179,3.21648449516081,0.00154018453544996,"K07035","Early",0.0768142667047197,0.20680167093346,0.215017371684417
"97","DayGroupLate471",-0.14157457662773,0.0440819588792993,179,-3.21162172069927,0.00156502825134589,"K01200","Late",0.321073113589777,0.563836935583987,0.548827570571016
"98","DayGroupEarly2185",0.182232963069959,0.0568344700616913,179,3.20638096690535,0.00159221930586361,"K06374","Early",0.078416800813783,0.423205358910283,0.407938606775557
"99","DayGroupLate1272",0.300442478237163,0.0939026947676029,179,3.19950858684854,0.00162854064667671,"K02864","Late",0.321073113589777,1.11831240996601,1.19721026559535
"100","DayGroupEarly2382",0.128102721136122,0.0400494063933475,179,3.19861722488353,0.00163330753021141,"K07141","Early",0.0788791097122352,0.232318120349662,0.244476362199476
"101","DayGroupLate3586",-0.0219741116709964,0.00685051854114745,148,-3.20765669620621,0.0016404340986596,"K17899","Late",0.321073113589777,0.0512511088994925,0.0519068121338562
"102","DayGroupEarly3081",0.0811094526859896,0.0253664531724409,170,3.19750862032656,0.00165333005491063,"K11104","Early",0.0788791097122352,0.115420930312074,0.0967167035380638
"103","DayGroupEarly493",0.0276833130485963,0.00865222176247425,159,3.1995612004147,0.0016616665243948,"K01247","Early",0.0788791097122352,0.0406693344914111,0.0411682361099274
"104","DayGroupEarly3575",0.103858118471132,0.0327318593917906,169,3.17299781928001,0.0017925674103878,"K17722","Early",0.0837309073777204,0.103408278437182,0.112739222272149
"105","DayGroupEarly264",0.408638617987656,0.129111479685719,179,3.16500607833134,0.00182279351814566,"K00761","Early",0.0837309073777204,1.66763555974223,1.67381923088403
"106","DayGroupEarly1747",0.245899246219449,0.0777302706682876,179,3.16349401726413,0.00183177882815541,"K03785","Early",0.0837309073777204,0.532238175201957,0.526022529423384
"107","DayGroupLate2999",-0.120626163242022,0.0381303184058615,174,-3.16352362857475,0.00183981255111206,"K10189","Late",0.321073113589777,0.213676112381384,0.185254270323139
"108","DayGroupLate2934",-0.0659525228209763,0.0208583103403917,175,-3.16193026878407,0.00184766549771692,"K09935","Late",0.321073113589777,0.17672282633004,0.161398380830231
"109","DayGroupEarly259",0.102401481688712,0.0323878236892161,175,3.16172777372527,0.00184888044209687,"K00756","Early",0.0837309073777204,0.086428481433385,0.0759940801588724
"110","DayGroupLate2197",-0.115238163102857,0.0365089851692841,179,-3.15643293201723,0.00187428467323982,"K06393","Late",0.321073113589777,0.44757553875204,0.440182316202581
"111","DayGroupEarly1220",0.154993399153394,0.0491206957489153,173,3.15535838388071,0.00189091789446434,"K02775","Early",0.0839955172950832,0.173155313527756,0.18366866526196
"112","DayGroupEarly1672",0.227562152683038,0.0722070594584866,179,3.15152222496844,0.00190438248768213,"K03698","Early",0.0839955172950832,0.423288457971272,0.424598938431646
"113","DayGroupEarly1998",0.152385067881647,0.0483673855701689,174,3.15057483643754,0.0019186793290755,"K05770","Early",0.0839955172950832,0.183136231262226,0.154320114613204
"114","DayGroupEarly3795",0.368587261228556,0.117353186193411,177,3.1408372723778,0.00197480837607411,"K20492","Early",0.0852688550723306,1.62777644046506,1.57526331808028
"115","DayGroupLate548",-0.0742258283867279,0.0236353679216826,177,-3.14045580473638,0.00197724446544054,"K01449","Late",0.324597633076488,0.244684761583897,0.2421966192281
"116","DayGroupEarly1290",0.708586223359533,0.225882294811119,179,3.13697106695346,0.00199621496975806,"K02904","Early",0.0852688550723306,4.21943224137664,4.27241138355399
"117","DayGroupEarly2035",0.31983807510496,0.102127437310671,179,3.13175463447707,0.00203012192151448,"K05832","Early",0.0852688550723306,0.900860047891449,0.845386895731179
"118","DayGroupEarly1654",0.43809955819221,0.139918183016391,179,3.13111240260236,0.00203433309055814,"K03671","Early",0.0852688550723306,2.11903525903366,2.02142107910168
"119","DayGroupEarly985",0.0598763094645055,0.0191312626042053,159,3.12976256210836,0.00208196128282945,"K02245","Early",0.0863466047826108,0.0927691596838149,0.120680611230219
"120","DayGroupEarly186",0.15305709050399,0.0494039101750628,179,3.0980764470187,0.00226217566778637,"K00537","Early",0.0928434596987325,0.388673124533349,0.363297671551286
"121","DayGroupEarly555",0.0387655205514267,0.0124691362437205,128,3.10891787480061,0.00231450198600486,"K01467","Early",0.0933869113945997,0.0266838029418034,0.0233030694727478
"122","DayGroupEarly1291",0.416398573464756,0.134765447979814,179,3.08980216892927,0.00232282165397735,"K02906","Early",0.0933869113945997,3.04736208572267,3.05559102284964
"123","DayGroupLate927",-0.108512575741378,0.0352002646624455,179,-3.08272045059787,0.0023759155696272,"K02103","Late",0.344409530929603,0.312703446987886,0.282958273226544
"124","DayGroupLate2186",-0.0963219316380627,0.0312897842460692,177,-3.07838273605748,0.00241284037739386,"K06378","Late",0.344409530929603,0.295885024567007,0.271900602008173
"125","DayGroupEarly1003",0.184799167365665,0.0601297485677856,179,3.07334009816018,0.00244796847181119,"K02315","Early",0.0958914205323004,0.804976322364901,0.777020357647455
"126","DayGroupEarly1501",0.245448353443958,0.0799365880693056,179,3.07053827755511,0.00246987788389185,"K03484","Early",0.0958914205323004,0.666704448528988,0.672297255140492
"127","DayGroupEarly934",0.441563885874931,0.143973942326647,179,3.06697086110981,0.00249803586119069,"K02112","Early",0.0958914205323004,2.16107263510016,2.18629879820749
"128","DayGroupEarly420",0.161317757482612,0.0526101546922771,179,3.06628555696479,0.00250347882862035,"K01079","Early",0.0958914205323004,0.372329662963124,0.379286113528497
"129","DayGroupEarly1917",0.397926848517037,0.129792587080986,179,3.06586730002343,0.00250680617127587,"K04758","Early",0.0958914205323004,1.52622461975536,1.54456850017104
"130","DayGroupEarly713",0.238488430191017,0.0782312183380344,179,3.048507172169,0.00264856275336724,"K01759","Early",0.10021579276009,1.27740394557308,1.32658942748065
"131","DayGroupLate747",-0.251356762529498,0.0824581595919698,179,-3.04829459902203,0.00265034345550204,"K01815","Late",0.344409530929603,1.53229798803432,1.4978762622886
"132","DayGroupLate3052",-0.10067508607878,0.0330348782837882,177,-3.04753918612697,0.00266078067835493,"K10907","Late",0.344409530929603,0.286469857912536,0.273990430393692
"133","DayGroupEarly3621",0.230758975185874,0.0757367301793469,175,3.04685685055889,0.00267072544157601,"K18475","Early",0.10021579276009,0.320068484955479,0.282181906886849
"134","DayGroupLate2208",-0.128226474317248,0.0421616413497627,179,-3.04130651018807,0.0027094999126259,"K06406","Late",0.344409530929603,0.567422055565481,0.517849635847322
"135","DayGroupLate1745",-0.106185695853404,0.0349736495650309,179,-3.03616285901074,0.00275381728817494,"K03783","Late",0.344409530929603,0.247347080997177,0.228471139257721
"136","DayGroupEarly3013",0.0935891125138877,0.0308694201501667,179,3.03177423024522,0.00279215629718082,"K10536","Early",0.103783922744268,0.130891186727844,0.123886552337929
"137","DayGroupLate1951",-0.0835225223355911,0.0275565766292691,179,-3.03094696628165,0.0027994380987991,"K05350","Late",0.344409530929603,0.198380391079425,0.175971337453827
"138","DayGroupEarly3098",0.100735089297816,0.0331329606587272,112,3.04032864238719,0.00294276439015923,"K11203","Early",0.108298080406003,0.0511632649704458,0.045116006575678
"139","DayGroupLate1455",-0.108781311871979,0.0360879615723754,179,-3.01433794352211,0.00294938583898744,"K03394","Late",0.344409530929603,0.372349626952976,0.367880284265231
"140","DayGroupEarly1889",0.259179426662689,0.0860412725510565,179,3.01226863548413,0.00296857682331174,"K04487","Early",0.108298080406003,0.777267164666406,0.768166650490929
"141","DayGroupEarly3800",-0.011248173518179,0.00372659055297813,130,-3.01835507772377,0.00305924048936061,"K20626","Early",0.108631977031425,0.030968258661194,0.031878036698663
"142","DayGroupEarly1469",0.207444180892083,0.0690914851310073,179,3.00245653279473,0.00306114896152877,"K03426","Early",0.108631977031425,0.708254800180751,0.738304905472583
"143","DayGroupEarly2226",0.0720487833791175,0.0239904892126269,167,3.0032227663451,0.00308234752198067,"K06859","Early",0.108631977031425,0.134577411081048,0.142045120294597
"144","DayGroupEarly641",0.0633189459944452,0.0208400074149818,93,3.03833605879264,0.00308801559074101,"K01641","Early",0.108631977031425,0.100339942616202,0.108609128575407
"145","DayGroupEarly3902",0.0412946612183542,0.0136723398188981,100,3.02030682131496,0.00320550380530158,"K22131","Early",0.110833947612332,0.0340720191174473,0.0292559168017411
"146","DayGroupEarly131",0.274111986167808,0.0917514195657015,179,2.98755035579065,0.00320687056543295,"K00297","Early",0.110833947612332,1.01461425947563,1.00318112893942
"147","DayGroupEarly1219",0.214657631535074,0.0719817962907071,179,2.98210995830326,0.00326162440963523,"K02774","Early",0.111746088469242,0.387444816620809,0.404398144210004
"148","DayGroupLate2194",-0.086941071439327,0.0291587020355844,179,-2.9816509436266,0.00326628314220125,"K06390","Late",0.344409530929603,0.342354581211193,0.337810331659925
"149","DayGroupLate508",-0.0972274776769952,0.0326551942436457,179,-2.97739700923428,0.00330974985543827,"K01273","Late",0.344409530929603,0.260194974784962,0.251400264691727
"150","DayGroupLate3507",-0.0882302628242873,0.0296218775306321,166,-2.97855065848031,0.00333052174010417,"K16213","Late",0.344409530929603,0.286013447361292,0.255855041318391
"151","DayGroupEarly1850",0.111649149360529,0.0374689011164222,158,2.97978179326946,0.00334063312830317,"K04061","Early",0.113466332116504,0.134540226597164,0.130167396089194
"152","DayGroupLate391",-0.129503171218492,0.0435583967870453,179,-2.97309315243227,0.00335426677682556,"K00995","Late",0.344409530929603,0.657885107328921,0.644761249070968
"153","DayGroupLate2300",-0.0433263850100758,0.0145438984795808,149,-2.97900766227878,0.00337733734335107,"K06989","Late",0.344409530929603,0.0922772190772651,0.0980688534881293
"154","DayGroupEarly2190",0.104762816628604,0.035335628982014,179,2.9647927501709,0.00344167823155816,"K06383","Early",0.115318093349714,0.19064030713572,0.201353028343938
"155","DayGroupEarly1002",0.187028833501116,0.0631072280670727,179,2.96366738374778,0.0034536890901691,"K02314","Early",0.115318093349714,0.555681183090872,0.590205192419119
"156","DayGroupLate108",0.146356402161481,0.0494295045653713,179,2.96091177624332,0.00348326186472413,"K00241","Late",0.344409530929603,0.538959210393741,0.560022305139409
"157","DayGroupEarly930",0.312736327382317,0.10565234491311,179,2.96005098267829,0.00349254729758442,"K02108","Early",0.115635599600694,1.24113705131903,1.26365664295801
"158","DayGroupLate2207",-0.158485326895165,0.0535929584412921,177,-2.95720429520189,0.00352830747859897,"K06405","Late",0.344409530929603,0.765203459982052,0.690416499970183
"159","DayGroupEarly2036",0.250062576273143,0.0846508511099303,179,2.95404680513376,0.0035579491043781,"K05833","Early",0.115893835883442,0.631182091466118,0.616124522287338
"160","DayGroupEarly1910",0.167766526747188,0.0567856418547466,177,2.95438285572826,0.00355917617814632,"K04751","Early",0.115893835883442,0.516693066845262,0.485184605573762
"161","DayGroupEarly2206",0.129964507367588,0.0440755156611619,179,2.94867809072757,0.00361737844941367,"K06404","Early",0.116823533530245,0.301107369603913,0.283260692271902
"162","DayGroupEarly3738",0.0805942864435244,0.0273805133853313,164,2.94349069753753,0.00371639351112166,"K19506","Early",0.119014614954979,0.196785311571319,0.198101073479866
"163","DayGroupEarly2466",0.184588906391887,0.0628780242252594,179,2.93566645368183,0.00376520769719509,"K07335","Early",0.119014614954979,0.677791119618787,0.678026898905362
"164","DayGroupEarly351",0.145001601852465,0.0494085292957675,179,2.9347483910007,0.00377584438308944,"K00928","Early",0.119014614954979,0.498626326855794,0.515299331783497
"165","DayGroupEarly16",0.0444272963522207,0.0151583179603167,169,2.9308856344436,0.0038478535471392,"K00030","Early",0.120055064450135,0.0431824187828896,0.0424803958150625
"166","DayGroupEarly2516",0.0131868833061658,0.00449509590586204,152,2.93361556290018,0.00386979522466171,"K07482","Early",0.120055064450135,0.00557101801959438,0.00492301395351843
"167","DayGroupLate3916",-0.0492920358670891,0.0167331506445431,109,-2.94577135616501,0.00393950435697837,"K22405","Late",0.344409530929603,0.112829776550088,0.10787520672595
