"","GeneFamily","RPK","Sample_ID","RPKG"
"223","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",145.7719911235,"GO_Pt34_Baseline",0.0832263573594342
"224","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",143.8736323052,"GO_Pt34_Baseline",0.082142517534029
"225","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",24.7883567933,"GO_Pt34_Baseline",0.0141525448402808
"226","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",10.101010101,"GO_Pt34_Baseline",0.0057670219764293
"227","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",50.0114057843,"GO_Pt34_Baseline",0.0285532707468165
"228","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",137.5612236271,"GO_Pt34_C1D1",0.0654509567301998
"229","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",106.4881130536,"GO_Pt34_C1D1",0.0506665228469132
"230","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",36.6441798081,"GO_Pt34_C1D1",0.0174351213502954
"231","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",22.0385674931,"GO_Pt34_C1D1",0.0104858425169047
"232","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",32.5478329971,"GO_Pt34_C1D1",0.0154860995924966
"233","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",610.0022184969,"GO_Pt34_C1D3",0.257563608005713
"234","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",314.5351929679,"GO_Pt34_C1D3",0.132807417234003
"235","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",230.835543931,"GO_Pt34_C1D3",0.0974665890516459
"236","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",169.722562941,"GO_Pt34_C1D3",0.0716626175209277
"237","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",63.5443358335,"GO_Pt34_C1D3",0.0268305719378071
"238","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",164.1815733768,"GO_Pt38_Baseline",0.040517468063539
"239","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",164.107652461,"GO_Pt38_C1D1",0.0369508769257505
"240","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",26.3157894737,"GO_Pt38_C1D1",0.00592532696351705
"241","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",171.7076790446,"GO_Pt38_C1D3",0.0622435030924824
"242","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",306.7286820698,"GO_Pt38_C1D7",0.115568069792607
"243","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",84.0424411516,"GO_Pt38_C2D1",0.0256313570370535
"244","UniRef90_P76440|unclassified",4.5622611966,"GO_Pt38_C2D1",0.00139140348642911
"245","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",180.1503539528,"GO_Pt38_C3D1",0.0367161830611202
"246","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",45.3257790368,"GO_Pt38_Final",0.0408397761822967
"247","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",666.2197996329,"GO_Pt39_Baseline",0.228362467562697
"248","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",421.8902367965,"GO_Pt39_Baseline",0.144612777297443
"249","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",368.6507178629,"GO_Pt39_Baseline",0.126363683046225
"250","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",190.8498013986,"GO_Pt39_Baseline",0.0654182472590128
"251","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",62.8844055476,"GO_Pt4_Baseline",0.0455144814596678
"252","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",156.2436324061,"GO_Pt4_C1D1",0.0896449871525666
"253","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",909.2214280836,"GO_Pt4_C1D3",0.903515940453365
"254","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",588.9401129867,"GO_Pt4_C1D7",0.288009066003478
"255","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",97.6249743082,"GO_Pt4_C2D1",0.0706531016540357
"256","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",87.3981073278,"GO_Pt4_C3D1",0.0784145112188846
"257","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",169.9248295963,"GO_Pt40_Baseline",0.0752129387828704
"258","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",513.863939071,"GO_Pt40_C1D3",0.253888417776842
"259","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",61.2710288861,"GO_Pt40_C1D7",0.0230105022562204
"260","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",67.8580796335,"GO_Pt40_C2D1",0.0211296426953556
"261","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",52.6558761953,"GO_Pt42_Baseline",0.0781208733384772
"262","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",238.7729310582,"GO_Pt42_C1D1",0.133729327755089
"263","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",192.9917774521,"GO_Pt42_C1D3",0.0961623120132217
"264","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",137.8352398449,"GO_Pt42_C1D7",0.0920212640122466
"265","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",535.2334309024,"GO_Pt42_C2D1",0.182694808310301
"266","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",66.0454506188,"GO_Pt42_C3D1",0.129362065655887
"267","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",185.7134240127,"GO_Pt42_Final",0.081764221531295
"268","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",101.0147850894,"GO_Pt43_Baseline",0.0526991430828199
"269","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",231.6724900546,"GO_Pt43_C1D1",0.0674220173249174
"270","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",348.2061780047,"GO_Pt43_C1D3",0.161976081425218
"271","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",162.0950602515,"GO_Pt43_C1D7",0.0648290897776139
"272","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",117.840821337,"GO_Pt43_C2D1",0.0645522640265712
"273","UniRef90_A0A0A6ZVN4|unclassified",2.2277051918,"GO_Pt43_C2D1",0.001220319173635
"274","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",189.7795491056,"GO_Pt43_C3D1",0.0545992202373093
"275","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",4.5913682277,"GO_Pt43_C3D1",0.0013209280253653
"276","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",2.7548209366,"GO_Pt43_C3D1",0.000792556815213424
"277","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",1.8365472911,"GO_Pt43_C3D1",0.000528371210151873
"278","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",174.1356314617,"GO_Pt43_Final",0.0835575616549482
"279","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",22.0335358567,"GO_Pt43_Final",0.0105726123675478
"280","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",17.3992874934,"GO_Pt43_Final",0.00834890611001519
"281","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",6.4279155188,"GO_Pt43_Final",0.00308438280417676
"282","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",11.0192837466,"GO_Pt44_Baseline",0.00422996362801787
"283","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",10.101010101,"GO_Pt44_Baseline",0.00387746665899719
"284","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",3.6730945822,"GO_Pt44_Baseline",0.00140998787600596
"285","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",13.7766583333,"GO_Pt44_Baseline",0.00528843480262218
"286","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",51.9357884797,"GO_Pt44_C1D1",0.110623002991493
"287","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",6.6046895158,"GO_Pt44_C1D3",0.0140741332640121
"288","UniRef90_P76440|unclassified",6.3127886408,"GO_Pt44_C1D3",0.0134521128337097
"289","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",36.7309458219,"GO_Pt44_C1D7",0.0172612427090328
"290","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",20.1571090019,"GO_Pt44_C1D7",0.00947257804036118
"291","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",22.5037383374,"GO_Pt44_C1D7",0.0105753467712456
"292","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",7.5542965061,"GO_Pt44_C1D7",0.00355004595090074
"293","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",25.708301513,"GO_Pt44_C2D1",0.0120428084779325
"294","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",11.9375573921,"GO_Pt44_C2D1",0.00559203482558701
"295","UniRef90_P76440|unclassified",7.0193179573,"GO_Pt44_C2D1",0.00328813250314223
"296","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",1.8365472911,"GO_Pt44_C2D1",0.000860313050093912
"297","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",24.5514636449,"GO_Pt44_C2D1",0.0115008988197427
"298","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",58.4759897046,"GO_Pt45_Baseline",0.0253524479205722
"299","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",63.2495665025,"GO_Pt45_C1D1",0.018842502161904
"300","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",66.7473248651,"GO_Pt45_C1D3",0.0442363830287129
"301","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",61.3733391853,"GO_Pt45_C1D7",0.0245390088263519
"302","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",60.4308187582,"GO_Pt45_C2D1",0.0258851509248456
"303","UniRef90_P76440|unclassified",6.4580325392,"GO_Pt45_C2D1",0.00276625652919972
"304","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",64.0164748722,"GO_Pt45_C3D1",0.0291091528788963
"305","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",8.4985835694,"GO_Pt45_Final",0.00921832749718082
"306","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",98.9974937343,"GO_Pt47_Baseline",0.0387418634237605
"307","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",12.8280293422,"GO_Pt47_Baseline",0.00502014487463043
"308","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",10.101010101,"GO_Pt47_Baseline",0.00395294809003211
"309","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",6.4279155188,"GO_Pt47_Baseline",0.00251551242092241
"310","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",221.6707248548,"GO_Pt47_C1D1",0.0950333594501187
"311","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",25.7125060768,"GO_Pt47_C1D1",0.011023313222621
"312","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",18.3579154855,"GO_Pt47_C1D1",0.00787029673057274
"313","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",7.3461891644,"GO_Pt47_C1D1",0.00314941468209791
"314","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",5.5096418733,"GO_Pt47_C1D1",0.00236206101157343
"315","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",63.6850217994,"GO_Pt47_C1D3",0.0246089760363887
"316","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",12.8138917105,"GO_Pt47_C1D3",0.00495150578781062
"317","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",8.2374547615,"GO_Pt47_C1D3",0.00318309268174733
"318","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",5.5096418733,"GO_Pt47_C1D3",0.00212901936747709
"319","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",0.9182736455,"GO_Pt47_C1D3",0.000354836561226861
"320","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",13.7844611529,"GO_Pt47_C1D7",0.00441655146849589
"321","UniRef90_P76440|unclassified",3.3684216498,"GO_Pt47_C1D7",0.00107924476836062
"322","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",2.7548209366,"GO_Pt47_C1D7",0.000882646649588059
"323","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",2.7548209366,"GO_Pt47_C1D7",0.000882646649588059
"324","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",1.8365472911,"GO_Pt47_C1D7",0.000588431099736053
"325","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",1.8365472911,"GO_Pt47_C1D7",0.000588431099736053
"326","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",12.5313283208,"GO_Pt47_C2D1",0.00566502973054223
"327","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",414.4364346086,"GO_Pt50_Baseline",0.0914636172375389
"328","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",511.2322430441,"GO_Pt50_C1D1",0.15366935188502
"329","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",671.9390325397,"GO_Pt50_C1D3",0.213174421176588
"330","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",205.3289399107,"GO_Pt50_C1D7",0.182561425690432
"331","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",919.5369262919,"GO_Pt50_C2D1",0.332043798429697
"332","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",11.9375573921,"GO_Pt50_C2D1",0.00431063917838479
"333","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",6.4279155188,"GO_Pt50_C2D1",0.00232111340373732
"334","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",3.6730945822,"GO_Pt50_C2D1",0.00132635051643164
"335","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",429.472920233,"GO_Pt50_C3D1",0.154344105997116
"336","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",323.7784197552,"GO_Pt50_Final",0.135884483867192
"337","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",1189.8738664043,"GO_Pt51_Baseline",0.255264032679379
"338","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",240.9759686388,"GO_Pt51_C1D1",0.159167294301891
"339","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",916.595244848,"GO_Pt51_C1D3",0.23795572587815
"340","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",533.0817408462,"GO_Pt51_C1D7",0.283244795594527
"341","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",286.5368446183,"GO_Pt51_C2D1",0.336700887364056
"342","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",257.2850389395,"GO_Pt51_C3D1",0.140104168890254
"343","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",852.7860631613,"GO_Pt51_Final",0.36271498429903
"344","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",29.3577981651,"GO_Pt52_Baseline",0.00969613437914632
"345","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",20.1834862385,"GO_Pt52_Baseline",0.00666609238566103
"346","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",11.9266055046,"GO_Pt52_Baseline",0.00393905459153748
"347","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",9.1743119266,"GO_Pt52_Baseline",0.00303004199348529
"348","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",10.0125156446,"GO_Pt52_Baseline",0.00330687937213073
"349","UniRef90_A0A0A6ZVN4|unclassified",9.7510159243,"GO_Pt52_Baseline",0.00322051266254716
"350","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",11.9266055046,"GO_Pt52_C1D1",0.004460166557962
"351","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",6.4120281723,"GO_Pt52_C1D1",0.00239789214221703
"352","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",3.649744418,"GO_Pt52_C1D1",0.00136488693216134
"353","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",0.9174311927,"GO_Pt52_C1D1",0.000343089735242229
"354","UniRef90_A0A0A6ZVN4|unclassified",5.3630639997,"GO_Pt52_C1D1",0.00200561330635494
"355","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",27.3811183191,"GO_Pt52_C1D3",0.00788246849338261
"356","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",23.6936156327,"GO_Pt52_C1D3",0.00682091127698009
"357","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",14.5825161729,"GO_Pt52_C1D3",0.00419801057603058
"358","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",13.4797226451,"GO_Pt52_C1D3",0.00388053869134405
"359","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",29.6627229758,"GO_Pt52_C1D3",0.00853929618797123
"360","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",186.0690513651,"GO_Pt52_C1D7",0.0488442818163757
"361","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",301.9436981584,"GO_Pt52_C2D1",0.143242258384993
"362","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",51.2927558549,"GO_Pt52_C2D1",0.0243333119129764
"363","UniRef90_P76440|g__Klebsiella.s__Klebsiella_pneumoniae",49.5022260512,"GO_Pt52_C2D1",0.0234838835779857
"364","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",37.6146788991,"GO_Pt52_C2D1",0.0178444245956969
"365","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",17.3615553414,"GO_Pt52_C2D1",0.00823633151261711
"366","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",42.3866107521,"GO_Pt52_C2D1",0.0201082317215023
"367","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",1138.2590367592,"GO_Pt52_C3D1",0.374546927227159
"368","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",41.2755527743,"GO_Pt52_C3D1",0.0135818218542173
"369","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",9.1743119266,"GO_Pt52_C3D1",0.00301882983623387
"370","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",2.7397260274,"GO_Pt52_C3D1",0.000901513567534298
"371","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",514.6506242127,"GO_Pt52_Final",0.222338761548372
"372","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",58.6818075957,"GO_Pt52_Final",0.0253516459757669
"373","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",12.8440366972,"GO_Pt52_Final",0.00554886573178827
"374","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",4.5871559633,"GO_Pt52_Final",0.00198173776135912
"375","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",1.8348623853,"GO_Pt52_Final",0.000792695104535009
"376","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",281.9677706308,"GO_Pt54_Baseline",0.356573471118726
"377","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",576.5314128313,"GO_Pt54_C1D1",0.198327656468185
"378","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",174.532442583,"GO_Pt54_C1D1",0.0600394177052121
"379","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",31.0788003855,"GO_Pt54_C1D1",0.0106911531776367
"380","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",664.8312073473,"GO_Pt54_C1D1",0.228702916034666
"381","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",128.3422997993,"GO_Pt54_C1D1",0.0441499404515197
"382","UniRef90_A0A0A6ZVN4|unclassified",17.8317567101,"GO_Pt54_C1D1",0.00613415061229249
"383","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",565.4671716941,"GO_Pt54_C1D3",0.355940383969099
"384","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",21.1009174312,"GO_Pt54_C1D3",0.0132822364029731
"385","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",4.5871559633,"GO_Pt54_C1D3",0.00288744269629575
"386","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",960.2936277256,"GO_Pt54_C1D7",0.842784119336254
"387","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",11.9266055046,"GO_Pt54_C1D7",0.0104671669442103
"388","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",2.752293578,"GO_Pt54_C1D7",0.00241550006406204
"389","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",1.8348623853,"GO_Pt54_C1D7",0.00161033337601211
"390","UniRef90_A0A0A6ZVN4|unclassified",3.2449879052,"GO_Pt54_C1D7",0.0028479042190648
"391","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",703.241380315,"GO_Pt54_C2D1",0.182832843348969
"392","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",22.0149942136,"GO_Pt54_C2D1",0.00572358808945607
"393","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",3.6697247706,"GO_Pt54_C2D1",0.000954076698126617
"394","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",0.9174311927,"GO_Pt54_C2D1",0.000238519174544654
"395","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",273.6189941012,"GO_Pt54_C3D1",0.211283387389989
"396","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",53.1354058015,"GO_Pt54_C3D1",0.0410301505747453
"397","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",12.8440366972,"GO_Pt54_C3D1",0.0099179210495235
"398","UniRef90_P76440|unclassified",7.0760675832,"GO_Pt54_C3D1",0.00546400491416919
"399","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",5.4179765189,"GO_Pt54_C3D1",0.00418365850467685
"400","UniRef90_A0A0A6ZVN4|g__Escherichia.s__Escherichia_coli",23.7703613307,"GO_Pt54_C3D1",0.0183550212876551
"401","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",416.780803944,"GO_Pt54_Final",0.142765198944651
"402","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",317.4317899099,"GO_Pt6_C1D1",0.145308661352695
"403","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",88.3414687326,"GO_Pt6_C1D3",0.0563027362761438
"404","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",432.9699042676,"GO_Pt6_C1D7",0.214683377655716
"405","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",27.2232757172,"GO_Pt6_C2D1",0.013345593496619
"406","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",546.4140370942,"GO_Pt6_C3D1",0.409308029459986
"407","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",45.6996743791,"GO_Pt6_C3D1",0.0342327290245797
"408","UniRef90_P76440|unclassified",4.8914869314,"GO_Pt6_C3D1",0.00366411684382743
"409","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",3.6563071298,"GO_Pt6_C3D1",0.00273886790016877
"410","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",135.7763321826,"GO_Pt7_C1D7",0.0754000137169025
"411","UniRef90_P76440|unclassified",20.0282507008,"GO_Pt7_C1D7",0.0111221915726444
"412","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",10.0548446069,"GO_Pt7_C1D7",0.00558370821405013
"413","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",81.1778849404,"GO_Pt7_C2D1",0.0749232299027469
"414","UniRef90_P76440|unclassified",11.7731869872,"GO_Pt7_C2D1",0.01086607757738
"415","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",0.9140767824,"GO_Pt7_C2D1",0.00084364830355952
"416","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",307.6231424164,"GO_Pt9b_Baseline",0.0814588193453912
"417","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",44.0721033498,"GO_Pt9b_Baseline",0.0116703232297239
"418","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",38.4791975701,"GO_Pt9b_Baseline",0.0101893179388161
"419","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",11.0192837466,"GO_Pt9b_Baseline",0.00291791390263765
"420","UniRef90_P76440|unclassified",8.2820624101,"GO_Pt9b_Baseline",0.00219309581318296
"421","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",160.5022011198,"GO_Pt9b_C1D1",0.0795421838624654
"422","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",12.8558310376,"GO_Pt9b_C1D1",0.00637113303719933
"423","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",0.9182736455,"GO_Pt9b_C1D1",0.000455080931207284
"424","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",0.9182736455,"GO_Pt9b_C1D1",0.000455080931207284
"425","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",258.3023345661,"GO_Pt9b_C1D3",0.0684421175875874
"426","UniRef90_P76440|g__Klebsiella.s__Klebsiella_oxytoca",15.6056203379,"GO_Pt9b_C1D3",0.00413500599593099
"427","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",9.1827364555,"GO_Pt9b_C1D3",0.00243314071984249
"428","UniRef90_P76440|unclassified",9.0268258812,"GO_Pt9b_C1D3",0.00239182924707817
"429","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",4.5913682277,"GO_Pt9b_C1D3",0.001216570359908
"430","UniRef90_A0A0A6ZVN4|unclassified",9.490819121,"GO_Pt9b_C1D3",0.00251477308315143
"431","UniRef90_D4MUM4|g__Anaerostipes.s__Anaerostipes_hadrus",366.1462248035,"GO_Pt9b_C2D1",0.106827121515587
"432","UniRef90_P76440|g__Escherichia.s__Escherichia_coli",2.7548209366,"GO_Pt9b_C2D1",0.000803748805837851
"433","UniRef90_P76440|g__Escherichia.s__Escherichia_fergusonii",1.8365472911,"GO_Pt9b_C2D1",0.000535832537234959
