food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species,taxon,taxrank,kraken_raw_reads,reads,sample_id,lineage,taxid_lineage,relative_abundance,total_reads,total_raw_reads,bacteria_reads,human_reads
436,Capsicum_frutescens,Vegetables,Fruit vegetables,40321,genbank,species,4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum annuum,species,5,12,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__Capsicum;s__Capsicum annuum,2759;35493;3398;4069;4070;4071;4072,1.26692399300658e-05,947176,517806,945966,181
333,Salvia_hispanica,Herbs and Spices,Other seeds,49212,genbank,species,49212,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hispanica,Salvia hispanica,species,4,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Lamiaceae;g__Salvia;s__Salvia hispanica,2759;35493;3398;4143;4136;21880;49212,7.39038995920505e-06,947176,517806,945966,181
113,Peppermint,Herbs and Spices,Herbs,34256,genbank,species,34256,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha x piperita,Mentha x piperita,species,4,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Lamiaceae;g__Mentha;s__Mentha x piperita,2759;35493;3398;4143;4136;21819;34256,8.4461599533772e-06,947176,517806,945966,181
170,Sesame,Herbs and Spices,Oilseed crops,4182,genbank,species,4182,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Sesamum indicum,Sesamum indicum,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Lamiales;f__Pedaliaceae;g__Sesamum;s__Sesamum indicum,2759;35493;3398;4143;4180;4181;4182,4.2230799766886e-06,947176,517806,945966,181
59,Arabica_coffee,Coffee and coffee products,Coffee,13443,genbank,species,13443,Eukaryota,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea arabica,Coffea arabica,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Gentianales;f__Rubiaceae;g__Coffea;s__Coffea arabica,2759;35493;3398;4055;24966;13442;13443,4.2230799766886e-06,947176,517806,945966,181
194,Vaccinium vitis-idaea,Fruits,Berries,180772,genbank,species,180772,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Vaccinium vitis-idaea,species,6,18,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Ericaceae;g__Vaccinium;s__Vaccinium vitis-idaea,2759;35493;3398;41945;4345;13749;180772,1.90038598950987e-05,947176,517806,945966,181
38,Tea,Teas,Teas,4442,genbank,species,4442,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia sinensis,Camellia sinensis,species,3,12,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Theaceae;g__Camellia;s__Camellia sinensis,2759;35493;3398;41945;27065;4441;4442,1.26692399300658e-05,947176,517806,945966,181
197,Broad_bean,Pulses,Beans,3906,genbank,species,3906,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,Vicia faba,species,11,12,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Vicia;s__Vicia faba,2759;35493;3398;72025;3803;3904;3906,1.26692399300658e-05,947176,517806,945966,181
96,Lathyrus sativus,Pulses,Peas,3860,genbank,species,3860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus sativus,Lathyrus sativus,species,7,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Lathyrus;s__Lathyrus sativus,2759;35493;3398;72025;3803;3853;3860,8.4461599533772e-06,947176,517806,945966,181
479,Sesbania_bispinosa,Vegetables,Other vegetables,485725,genbank,species,485725,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania bispinosa,Sesbania bispinosa,species,3,3,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Sesbania;s__Sesbania bispinosa,2759;35493;3398;72025;3803;3894;485725,3.16730998251645e-06,947176,517806,945966,181
85,Soybean,Soy,Soy,3847,genbank,species,3847,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,Glycine max,species,9,14,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Glycine;s__Glycine max,2759;35493;3398;72025;3803;3846;3847,1.47807799184101e-05,947176,517806,945966,181
199,Vigna_mungo,Pulses,Beans,3915,genbank,species,3915,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna mungo,Vigna mungo,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Vigna;s__Vigna mungo,2759;35493;3398;72025;3803;3913;3915,5.27884997086075e-06,947176,517806,945966,181
16,Mr. Peanut,Nuts,Nuts,3818,genbank,species,3818,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,Arachis hypogaea,species,5,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Arachis;s__Arachis hypogaea,2759;35493;3398;72025;3803;3817;3818,7.39038995920505e-06,947176,517806,945966,181
292,Pyrus pyrifolia,Fruits,Pomes,3767,genbank,species,3767,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus pyrifolia,Pyrus pyrifolia,species,6,11,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Pyrus;s__Pyrus pyrifolia,2759;35493;3398;3744;3745;3766;3767,1.16134699358936e-05,947176,517806,945966,181
389,Jackfruit,Fruits,Tropical fruits,3489,genbank,species,3489,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,Artocarpus heterophyllus,species,7,13,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Moraceae;g__Artocarpus;s__Artocarpus heterophyllus,2759;35493;3398;3744;3487;3488;3489,1.37250099242379e-05,947176,517806,945966,181
81,Ficus_carica,Fruits,Other fruits,3494,genbank,species,3494,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica,Ficus carica,species,3,3,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Moraceae;g__Ficus;s__Ficus carica,2759;35493;3398;3744;3487;3493;3494,3.16730998251645e-06,947176,517806,945966,181
94,Juglans regia,Nuts,Nuts,51240,genbank,species,51240,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans regia,Juglans regia,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fagales;f__Juglandaceae;g__Juglans;s__Juglans regia,2759;35493;3398;3502;16714;16718;51240,5.27884997086075e-06,947176,517806,945966,181
93,Black_walnut,Nuts,Nuts,16719,genbank,species,16719,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans nigra,Juglans nigra,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Fagales;f__Juglandaceae;g__Juglans;s__Juglans nigra,2759;35493;3398;3502;16714;16718;16719,4.2230799766886e-06,947176,517806,945966,181
115,Bitter melon,Gourds,Gourds,3673,genbank,species,3673,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,Momordica charantia,Momordica charantia,species,3,3,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Cucurbitales;f__Cucurbitaceae;g__Momordica;s__Momordica charantia,2759;35493;3398;71239;3650;3671;3673,3.16730998251645e-06,947176,517806,945966,181
282,Malpighia emarginata,Fruits,Tropical fruits,151847,nucleotide,species,151847,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Malpighia,Malpighia emarginata,Malpighia emarginata,species,4,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malpighiales;f__Malpighiaceae;g__Malpighia;s__Malpighia emarginata,2759;35493;3398;3646;4268;17047;151847,4.2230799766886e-06,947176,517806,945966,181
360,Durian,Fruits,Tropical fruits,66656,genbank,species,66656,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Durio,Durio zibethinus,Durio zibethinus,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Malvales;f__Malvaceae;g__Durio;s__Durio zibethinus,2759;35493;3398;41938;3629;66655;66656,5.27884997086075e-06,947176,517806,945966,181
99,Garden cress,Vegetables,Leaf vegetables,33125,genbank,species,33125,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium sativum,Lepidium sativum,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae;g__Lepidium;s__Lepidium sativum,2759;35493;3398;3699;3700;19205;33125,5.27884997086075e-06,947176,517806,945966,181
203,Muscadine,Fruits,Berries,103349,genbank,species,103349,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis rotundifolia,Vitis rotundifolia,species,6,13,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Vitales;f__Vitaceae;g__Vitis;s__Vitis rotundifolia,2759;35493;3398;403667;3602;3603;103349,1.37250099242379e-05,947176,517806,945966,181
80,Fagopyrum tataricum,Cereals and cereal products,Cereals,62330,genbank,species,62330,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fagopyrum,Fagopyrum tataricum,Fagopyrum tataricum,species,3,3,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Polygonaceae;g__Fagopyrum;s__Fagopyrum tataricum,2759;35493;3398;3524;3615;3616;62330,3.16730998251645e-06,947176,517806,945966,181
422,Tetragonia tetragonioides,Vegetables,Leaf vegetables,45318,genbank,species,45318,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Tetragonia,Tetragonia tetragonoides,Tetragonia tetragonoides,species,5,6,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Aizoaceae;g__Tetragonia;s__Tetragonia tetragonoides,2759;35493;3398;3524;3542;45317;45318,6.3346199650329e-06,947176,517806,945966,181
445,Phytolacca americana,Vegetables,Shoot vegetables,3527,genbank,species,3527,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca americana,Phytolacca americana,species,4,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Phytolaccaceae;g__Phytolacca;s__Phytolacca americana,2759;35493;3398;3524;3525;3526;3527,7.39038995920505e-06,947176,517806,945966,181
187,Common wheat,Cereals and cereal products,Cereals,4565,genbank,species,4565,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum,Triticum aestivum,species,58,190,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Triticum;s__Triticum aestivum,2759;35493;3398;38820;4479;4564;4565,0.000200596298892708,947176,517806,945966,181
88,Barley,Cereals and cereal products,Cereals,4513,genbank,species,4513,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,Hordeum vulgare,species,5,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Hordeum;s__Hordeum vulgare,2759;35493;3398;38820;4479;4512;4513,8.4461599533772e-06,947176,517806,945966,181
169,Rye,Cereals and cereal products,Cereals,4550,genbank,species,4550,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Secale,Secale cereale,Secale cereale,species,3,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Secale;s__Secale cereale,2759;35493;3398;38820;4479;4549;4550,7.39038995920505e-06,947176,517806,945966,181
22,Oat,Cereals and cereal products,Cereals,4498,genbank,species,4498,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Avena sativa,Avena sativa,species,10,13,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Avena;s__Avena sativa,2759;35493;3398;38820;4479;4496;4498,1.37250099242379e-05,947176,517806,945966,181
298,Bamboo_shoots,Vegetables,Shoot vegetables,38705,genbank,species,38705,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys edulis,Phyllostachys edulis,species,4,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Phyllostachys;s__Phyllostachys edulis,2759;35493;3398;38820;4479;15747;38705,8.4461599533772e-06,947176,517806,945966,181
205,Corn,Cereals and cereal products,Cereals,4577,genbank,species,4577,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,Zea mays,species,5,17,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Zea;s__Zea mays,2759;35493;3398;38820;4479;4575;4577,1.79480899009265e-05,947176,517806,945966,181
500,Teff,Herbs and Spices,Herbs,110835,genbank,species,110835,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Eragrostis,Eragrostis tef,Eragrostis tef,species,7,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Eragrostis;s__Eragrostis tef,2759;35493;3398;38820;4479;38413;110835,7.39038995920505e-06,947176,517806,945966,181
208,Banana,Fruits,Tropical fruits,4641,genbank,species,4641,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa acuminata,Musa acuminata,species,6,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales;f__Musaceae;g__Musa;s__Musa acuminata,2759;35493;3398;4618;4637;4640;4641,8.4461599533772e-06,947176,517806,945966,181
206,Ginger,Herbs and Spices,Spices,94328,genbank,species,94328,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale,Zingiber officinale,species,4,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Zingiberales;f__Zingiberaceae;g__Zingiber;s__Zingiber officinale,2759;35493;3398;4618;4642;4650;94328,4.2230799766886e-06,947176,517806,945966,181
8,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,30,36,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,3.80077197901974e-05,947176,517806,945966,181
880,Garlic,Herbs and Spices,Herbs,4682,genbank,species,4682,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,Allium sativum,species,30,36,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium sativum,2759;35493;3398;73496;4668;4678;4682,3.80077197901974e-05,947176,517806,945966,181
6,Onion,Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,17,24,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,2.53384798601316e-05,947176,517806,945966,181
226,"",Vegetables,Onion-family vegetables,4679,genbank,species,4679,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Allium cepa,species,17,24,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium cepa,2759;35493;3398;73496;4668;4678;4679,2.53384798601316e-05,947176,517806,945966,181
241,Welsh_onion,Herbs and Spices,Herbs,35875,genbank,species,35875,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium fistulosum,Allium fistulosum,species,11,17,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__Allium;s__Allium fistulosum,2759;35493;3398;73496;4668;4678;35875,1.79480899009265e-05,947176,517806,945966,181
63,Saffron,Herbs and Spices,Spices,82528,genbank,species,82528,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,Crocus sativus,Crocus sativus,species,4,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Iridaceae;g__Crocus;s__Crocus sativus,2759;35493;3398;73496;26339;58949;82528,4.2230799766886e-06,947176,517806,945966,181
499,Taro,Vegetables,Root vegetables,4460,genbank,species,4460,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales;f__Araceae;g__Colocasia;s__Colocasia esculenta,2759;35493;3398;16360;4454;4459;4460,5.27884997086075e-06,947176,517806,945966,181
302,Beluga_whale,Aquatic foods,Cetaceans,9749,genbank,species,9749,Eukaryota,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas,Delphinapterus leucas,species,10,11,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Monodontidae;g__Delphinapterus;s__Delphinapterus leucas,2759;7711;40674;91561;9747;9748;9749,1.16134699358936e-05,947176,517806,945966,181
310,Wild boar,Animal foods,Swine,9823,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,8,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,8.4461599533772e-06,947176,517806,945966,181
549,Domestic pig,Animal foods,Swine,9825,genbank,species,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,species,8,8,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus scrofa,2759;7711;40674;91561;9821;9822;9823,8.4461599533772e-06,947176,517806,945966,181
383,Horse,Animal foods,Equines,9796,genbank,species,9796,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Equus caballus,species,16,17,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus,2759;7711;40674;9787;9788;9789;9796,1.79480899009265e-05,947176,517806,945966,181
475,Steller sea lion,Aquatic foods,Pinnipeds,34886,genbank,species,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,Eumetopias jubatus,species,7,18,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Otariidae;g__Eumetopias;s__Eumetopias jubatus,2759;7711;40674;33554;9702;34885;34886,1.90038598950987e-05,947176,517806,945966,181
378,Guinea_hen,Animal foods,Poultry,8996,genbank,species,8996,Eukaryota,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris,Numida meleagris,species,5,6,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Numididae;g__Numida;s__Numida meleagris,2759;7711;8782;8976;8990;8995;8996,6.3346199650329e-06,947176,517806,945966,181
611,Rock_ptarmigan,Animal foods,Poultry,64668,genbank,species,64668,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta,Lagopus muta,species,3,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Lagopus;s__Lagopus muta,2759;7711;8782;8976;9005;30409;64668,5.27884997086075e-06,947176,517806,945966,181
430,Ostrich,Animal foods,Poultry,8801,genbank,species,8801,Eukaryota,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus,Struthio camelus,species,4,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Aves;o__Struthioniformes;f__Struthionidae;g__Struthio;s__Struthio camelus,2759;7711;8782;8798;8799;8800;8801,5.27884997086075e-06,947176,517806,945966,181
726,Green sea turtle,Aquatic foods,Other aquatic foods,8469,genbank,species,8469,Eukaryota,Chordata,"",Testudines,Cheloniidae,Chelonia,Chelonia mydas,Chelonia mydas,species,10,16,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__;o__Testudines;f__Cheloniidae;g__Chelonia;s__Chelonia mydas,2759;7711;;8459;8465;8468;8469,1.68923199067544e-05,947176,517806,945966,181
459,Sablefish,Aquatic foods,Fishes,229290,genbank,species,229290,Eukaryota,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,Anoplopoma fimbria,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Anoplopomatidae;g__Anoplopoma;s__Anoplopoma fimbria,2759;7711;186623;8111;30988;229289;229290,4.2230799766886e-06,947176,517806,945966,181
403,Lingcod,Aquatic foods,Fishes,225387,genbank,species,225387,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,Ophiodon elongatus,species,3,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Ophiodon;s__Ophiodon elongatus,2759;7711;186623;8111;30983;225386;225387,5.27884997086075e-06,947176,517806,945966,181
609,Pikeperch,Aquatic foods,Fishes,283035,genbank,species,283035,Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Sander,Sander lucioperca,Sander lucioperca,species,3,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Sander;s__Sander lucioperca,2759;7711;186623;8111;8165;283033;283035,5.27884997086075e-06,947176,517806,945966,181
497,Pumpkinseed,Aquatic foods,Fishes,270329,genbank,species,270329,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,species,5,6,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Lepomis;s__Lepomis gibbosus,2759;7711;186623;1489940;8180;13105;270329,6.3346199650329e-06,947176,517806,945966,181
588,Common dab,Aquatic foods,Fishes,27771,genbank,species,27771,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,Limanda limanda,species,5,7,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Limanda;s__Limanda limanda,2759;7711;186623;8252;8256;8257;27771,7.39038995920505e-06,947176,517806,945966,181
371,Florida pompano,Aquatic foods,Fishes,173342,genbank,species,173342,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus carolinus,Trachinotus carolinus,species,4,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Trachinotus;s__Trachinotus carolinus,2759;7711;186623;1489907;8157;173330;173342,4.2230799766886e-06,947176,517806,945966,181
294,Atlantic mackerel,Aquatic foods,Fishes,13677,genbank,species,13677,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Scomber scombrus,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Scomber;s__Scomber scombrus,2759;7711;186623;1489894;8224;13675;13677,4.2230799766886e-06,947176,517806,945966,181
402,Common ling,Aquatic foods,Fishes,163112,genbank,species,163112,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Molva molva,species,4,11,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Gadiformes;f__Lotidae;g__Molva;s__Molva molva,2759;7711;186623;8043;81641;163111;163112,1.16134699358936e-05,947176,517806,945966,181
461,Chum_salmon,Aquatic foods,Fishes,8018,genbank,species,8018,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,Oncorhynchus keta,species,4,13,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__Oncorhynchus keta,2759;7711;186623;8006;8015;8016;8018,1.37250099242379e-05,947176,517806,945966,181
465,Atlantic salmon,Aquatic foods,Fishes,8030,genbank,species,8030,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,Salmo salar,species,5,5,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salmo;s__Salmo salar,2759;7711;186623;8006;8015;8028;8030,5.27884997086075e-06,947176,517806,945966,181
305,Alaska blackfish,Aquatic foods,Fishes,75939,genbank,species,75939,Eukaryota,Chordata,Actinopteri,Esociformes,Umbridae,Dallia,Dallia pectoralis,Dallia pectoralis,species,3,4,GO_Pt53_C1D1_L001,k__Eukaryota;p__Chordata;c__Actinopteri;o__Esociformes;f__Umbridae;g__Dallia;s__Dallia pectoralis,2759;7711;186623;8007;30950;75938;75939,4.2230799766886e-06,947176,517806,945966,181
