"","Value","Std.Error","DF","t-value","p-value","Taxa","Group","FDR"
"DaysLinear108",-0.0025843772890793,0.00636431611369042,97,-0.406073055283974,0.685583350781296,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Carnobacteriaceae;  g__Granulicatella; NA","DaysLinear",0.886742537537485
"DaysLinear109",-0.0041648810079046,0.010566625336072,87,-0.394154318473531,0.694431585546173,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Enterococcaceae;  g__Enterococcus; NA","DaysLinear",0.894735723359691
"DaysLinear299",0.00402006885002965,0.0102196230823831,45,0.393367623993842,0.695905562613093,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group; NA","DaysLinear",0.894735723359691
"DaysLinear177",0.00190123576914498,0.00499369560626174,81,0.380727204670018,0.704402362965556,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gauvreauii_group; NA","DaysLinear",0.902972762021129
"DaysLinear50",0.0026941079894775,0.00732476079324205,63,0.367808323783505,0.714249016517944,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Marinifilaceae;  g__Butyricimonas; NA","DaysLinear",0.911428204884386
"DaysLinear408",-0.0100459610447567,0.0269808514202145,14,-0.37233669495063,0.715217966332886,"d__Bacteria;  p__Fusobacteriota;  c__Fusobacteriia;  o__Fusobacteriales;  f__Fusobacteriaceae;  g__Fusobacterium; NA","DaysLinear",0.911428204884386
"DaysLinear90",-0.00229115299504706,0.00635831891157219,109,-0.36033942727804,0.719290635703604,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Erysipelotrichaceae_UCG-003; NA","DaysLinear",0.913922219482226
"DaysLinear35",0.00527919253991284,0.0146274695635977,20,0.360909487246569,0.721951242097278,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides;  s__Bacteroides_coprocola","DaysLinear",0.914612717261068
"DaysLinear306",-0.00331906183080537,0.00941231280078122,80,-0.352629784098324,0.725293366047797,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-002;  s__uncultured_organism","DaysLinear",0.916160041323533
"DaysLinear38",0.00374056552291757,0.0109390675162801,48,0.341945555903248,0.733884525829111,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides;  s__Bacteroides_massiliensis","DaysLinear",0.922473764996751
"DaysLinear247",-0.00135340298917512,0.00397308660840036,60,-0.340642709955932,0.734562442497413,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-010;  s__uncultured_bacterium","DaysLinear",0.922473764996751
"DaysLinear98",0.004597501661568,0.0135274600382152,14,0.339864368372187,0.739003759504785,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalitalea;  s__uncultured_bacterium","DaysLinear",0.922686774873026
"DaysLinear352",0.00219551386078675,0.0065076395958828,63,0.337374838977837,0.736955832305914,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Subdoligranulum;  s__uncultured_organism","DaysLinear",0.922686774873026
"DaysLinear332",-0.00255164657428655,0.00779488250921944,49,-0.327348946089768,0.744798425974662,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Candidatus_Soleaferrea;  s__uncultured_Anaerotruncus","DaysLinear",0.924742498416176
"DaysLinear339",0.00226243880253502,0.00693773264883273,116,0.326106368903632,0.744931457057475,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Incertae_Sedis;  s__[Clostridium]_leptum","DaysLinear",0.924742498416176
"DaysLinear395",-0.00241920119866455,0.00743486246120436,30,-0.325386140132129,0.747147418520612,"d__Bacteria;  p__Firmicutes;  c__Incertae_Sedis;  o__DTU014;  f__DTU014;  g__DTU014;  s__unidentified","DaysLinear",0.924835773068494
"DaysLinear195",-0.00251819509979902,0.00806989814837937,66,-0.312047940816296,0.755987795410691,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__CAG-56;  s__uncultured_bacterium","DaysLinear",0.930446517428543
"DaysLinear392",0.00939158476758959,0.0292460008104026,11,0.321123726572867,0.7541353493148,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcales-Tissierellales;  g__Peptoniphilus;  s__Peptoniphilus_lacrimalis","DaysLinear",0.930446517428543
"DaysLinear43",0.00175054412726885,0.00569062848770429,143,0.307618768480712,0.75882000995554,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides;  s__Bacteroides_vulgatus","DaysLinear",0.930577392992778
"DaysLinear54",-0.00278734494587062,0.0093035693851642,26,-0.299599522556947,0.766864703484789,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Paraprevotella;  s__uncultured_bacterium","DaysLinear",0.930577392992778
"DaysLinear64",-0.00216196277605698,0.00722086013356322,69,-0.299405158951629,0.765530945708598,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__Alistipes;  s__Alistipes_obesi","DaysLinear",0.930577392992778
"DaysLinear365",0.00329962713313379,0.011009697685175,29,0.299701883511013,0.766542214870322,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__UCG-010;  g__UCG-010;  s__gut_metagenome","DaysLinear",0.930577392992778
"DaysLinear397",-0.00834900682035258,0.0271592490935675,11,-0.307409339322639,0.764273644256903,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Acidaminococcales;  f__Acidaminococcaceae;  g__Phascolarctobacterium;  s__uncultured_Veillonellaceae","DaysLinear",0.930577392992778
"DaysLinear323",-0.00277819977904027,0.00944130359218457,78,-0.294260188957385,0.769340763925238,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__[Eubacterium]_siraeum_group;  s__[Eubacterium]_siraeum","DaysLinear",0.930966974833901
"DaysLinear178",-0.00454783021055296,0.0170494693654291,12,-0.266743211362022,0.794195414961085,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gnavus_group;  s__uncultured_bacterium","DaysLinear",0.933231427474559
"DaysLinear181",-0.00470351174910972,0.0172736033825667,12,-0.272294763572997,0.790024033688569,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_torques_group;  s__Ruminococcus_sp.","DaysLinear",0.933231427474559
"DaysLinear250",-0.00172763364048711,0.00642578875265551,48,-0.268859389405409,0.78919015913382,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lactonifactor;  s__uncultured_bacterium","DaysLinear",0.933231427474559
"DaysLinear255",0.00321697660144352,0.0112563899236131,69,0.285791148252169,0.775894317132391,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Roseburia;  s__uncultured_Roseburia","DaysLinear",0.933231427474559
"DaysLinear320",-0.00162132050306492,0.00622018995000843,87,-0.260654500279806,0.79497491970055,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__uncultured; NA","DaysLinear",0.933231427474559
"DaysLinear331",-0.00130237694564659,0.00499466204494276,83,-0.260753767507712,0.794928259315319,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Candidatus_Soleaferrea;  s__Ruminococcaceae_bacterium","DaysLinear",0.933231427474559
"DaysLinear343",0.0016542473509571,0.00619590776301242,125,0.2669903126758,0.789916595279977,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Incertae_Sedis; NA","DaysLinear",0.933231427474559
"DaysLinear372",0.00184648615319667,0.00684815440157629,83,0.269632669609735,0.788112079353392,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__[Eubacterium]_brachy_group;  s__uncultured_bacterium","DaysLinear",0.933231427474559
"DaysLinear378",0.00121146782322749,0.0043472037874934,80,0.278677486137824,0.781211426368303,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__Family_XIII_UCG-001;  s__uncultured_bacterium","DaysLinear",0.933231427474559
"DaysLinear403",0.00434645065959832,0.0162130897107723,41,0.268082810687863,0.789979773221443,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Megasphaera;  s__Megasphaera_micronuciformis","DaysLinear",0.933231427474559
"DaysLinear430",-0.00797073094097567,0.0280829933349063,14,-0.283827683392578,0.780696760544585,"d__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Verrucomicrobiales;  f__Akkermansiaceae;  g__Akkermansia;  s__uncultured_organism","DaysLinear",0.933231427474559
"DaysLinear34",-0.00370694415301062,0.0144534062997236,23,-0.256475468560067,0.799863929635689,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides;  s__Bacteroides_clarus","DaysLinear",0.935436117817759
"DaysLinear101",-0.00187774485215243,0.00743085557866187,21,-0.252695646184334,0.802960444065745,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemanella; NA","DaysLinear",0.935436117817759
"DaysLinear208",-0.00174481169894064,0.00697737265456395,63,-0.250067150677318,0.803349073403677,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Eisenbergiella; NA","DaysLinear",0.935436117817759
"DaysLinear380",-0.00212514265873304,0.00870391195963593,25,-0.244159484676351,0.809099986818676,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__S5-A14a;  s__uncultured_Anaerovorax","DaysLinear",0.937080949881148
"DaysLinear393",0.00221244497430345,0.00905050635540289,43,0.244455380442077,0.808040902078893,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcales-Tissierellales;  g__Peptoniphilus; NA","DaysLinear",0.937080949881148
"DaysLinear360",0.00247504660476485,0.0102306898885669,18,0.241923724765696,0.811574035592485,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__uncultured_Clostridium","DaysLinear",0.937433110630891
"DaysLinear186",-0.00141556537841421,0.00594659405110122,17,-0.238046412156228,0.814690616970007,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerosporobacter;  s__uncultured_organism","DaysLinear",0.938523590749448
"DaysLinear316",-0.00178866978522192,0.00772190996761058,51,-0.231635669507216,0.81774789276251,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005; NA","DaysLinear",0.939540132110118
"DaysLinear341",-0.00185864760408634,0.00830985140114183,69,-0.22366797122641,0.82367657875385,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Incertae_Sedis;  s__uncultured_bacterium","DaysLinear",0.943841596874438
"DaysLinear9",-0.000954976381621209,0.00467140767259862,59,-0.204430109412817,0.838720978646819,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Rothia;  s__Rothia_mucilaginosa","DaysLinear",0.95853826131065
"DaysLinear1",0.0011211317003382,0.0059422907203228,73,0.188669951219972,0.850875038167181,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Actinomycetales;  f__Actinomycetaceae;  g__Actinomyces;  s__Actinomyces_graevenitzii","DaysLinear",0.962246116461315
"DaysLinear75",-0.00184697043762523,0.00959265231856717,14,-0.192540120947603,0.850084181892296,"d__Bacteria;  p__Cyanobacteria;  c__Vampirivibrionia;  o__Gastranaerophilales;  f__Gastranaerophilales;  g__Gastranaerophilales;  s__Clostridium_sp.","DaysLinear",0.962246116461315
"DaysLinear303",0.00181007404181677,0.00930972135514391,21,0.194428380052067,0.847709061192841,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Oscillospira; NA","DaysLinear",0.962246116461315
"DaysLinear325",-0.00111246449625965,0.00582354153420412,18,-0.191028859281878,0.850641144891399,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Anaerofilum;  s__uncultured_bacterium","DaysLinear",0.962246116461315
"DaysLinear141",-0.0010998932370378,0.00604740525323163,77,-0.181878539800196,0.85615600240552,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__uncultured;  s__uncultured_bacterium","DaysLinear",0.965690321251135
"DaysLinear182",-0.0030687325987595,0.017306888079579,25,-0.177312789257614,0.860691486960079,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_torques_group;  s__uncultured_Clostridiales","DaysLinear",0.968277922830088
"DaysLinear51",-0.00119710577412997,0.00708818698559993,108,-0.168887442806173,0.866201080513633,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Marinifilaceae;  g__Odoribacter; NA","DaysLinear",0.969427116015258
"DaysLinear70",0.00118736477741211,0.00697269371368263,93,0.170287815035117,0.865153702179288,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Tannerellaceae;  g__Parabacteroides;  s__Parabacteroides_merdae","DaysLinear",0.969427116015258
"DaysLinear277",-0.00220683069890981,0.0137941427658985,32,-0.159983170854623,0.873899935478462,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Eubacterium]_coprostanoligenes_group;  g__[Eubacterium]_coprostanoligenes_group;  s__gut_metagenome","DaysLinear",0.975516207045725
"DaysLinear20",0.00109167865318548,0.00793392314798077,19,0.137596323133445,0.892007165765018,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Coriobacteriales_Incertae_Sedis;  g__uncultured;  s__uncultured_bacterium","DaysLinear",0.97831361678043
"DaysLinear130",-0.00163256040070069,0.0120098140574292,10,-0.135935526802831,0.894569784260732,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenella;  s__Christensenella_massiliensis","DaysLinear",0.97831361678043
"DaysLinear188",0.000716942538600543,0.00478171128863052,161,0.149934300781651,0.881004114528105,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerostipes; NA","DaysLinear",0.97831361678043
"DaysLinear190",0.00552652159800287,0.0367201943329813,10,0.150503604307972,0.883359819624323,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia;  s__Blautia_sp.","DaysLinear",0.97831361678043
"DaysLinear229",-0.000976384607670231,0.00651497394834104,46,-0.149867768530196,0.881524132470684,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_FCS020_group;  s__metagenome","DaysLinear",0.97831361678043
"DaysLinear276",-0.000872566722205017,0.00617359455260483,54,-0.141338520819585,0.888128483577962,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Eubacterium]_coprostanoligenes_group;  g__[Eubacterium]_coprostanoligenes_group;  s__Eubacteriaceae_bacterium","DaysLinear",0.97831361678043
"DaysLinear308",-0.000869351309956152,0.00627075447439389,95,-0.138635839356504,0.890031374659226,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-002; NA","DaysLinear",0.97831361678043
"DaysLinear355",-0.000844257917259749,0.00639862612280411,146,-0.131943623686793,0.89521054016681,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__UBA1819;  s__uncultured_organism","DaysLinear",0.97831361678043
"DaysLinear387",0.000986881297467485,0.00758934811703506,105,0.130035054690973,0.896787482048727,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Terrisporobacter;  s__uncultured_bacterium","DaysLinear",0.97831361678043
"DaysLinear32",0.000753392923620537,0.00608585093186032,69,0.123794179656359,0.901838154230251,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae; NA; NA","DaysLinear",0.981345296290852
"DaysLinear194",0.000403905757944426,0.00358300649988231,163,0.112728167799219,0.910384779927896,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia; NA","DaysLinear",0.988029582633807
"DaysLinear271",-0.00198394702046217,0.0178766173168727,24,-0.110980001713727,0.912555100627058,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__uncultured; NA","DaysLinear",0.988029582633807
"DaysLinear56",-0.00140202598296816,0.019942895138206,11,-0.0703020285295591,0.945215086203148,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Massiliprevotella_massiliensis","DaysLinear",0.990443377771062
"DaysLinear72",0.000862501587312427,0.0143026064392471,23,0.0603038048327804,0.9524346076292,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Tannerellaceae; NA; NA","DaysLinear",0.990443377771062
"DaysLinear82",0.000560642030732972,0.0060024420241564,16,0.0934023233338546,0.92674354803898,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Candidatus_Stoquefichus;  s__Candidatus_Stoquefichus","DaysLinear",0.990443377771062
"DaysLinear84",0.00110324715283248,0.0134678992627012,43,0.081916795731304,0.935093002472989,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Coprobacillus; NA","DaysLinear",0.990443377771062
"DaysLinear99",-0.000633231293712795,0.00738656478455364,61,-0.0857274405873989,0.931963851643432,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalitalea;  s__uncultured_organism","DaysLinear",0.990443377771062
"DaysLinear119",0.000512829577844941,0.00722441768448044,74,0.0709855936135318,0.94360071654326,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Leuconostoc; NA","DaysLinear",0.990443377771062
"DaysLinear159",0.000503884416589404,0.00709762631641717,67,0.0709933707588823,0.943614518321053,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Defluviitaleaceae;  g__Defluviitaleaceae_UCG-011;  s__uncultured_bacterium","DaysLinear",0.990443377771062
"DaysLinear171",0.000680164899155063,0.00710842813482649,25,0.0956842900081826,0.924534193035489,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_xylanophilum_group;  s__uncultured_bacterium","DaysLinear",0.990443377771062
"DaysLinear185",-0.000509549456506081,0.00659269941369333,120,-0.0772899573500536,0.938521601715832,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Agathobacter; NA","DaysLinear",0.990443377771062
"DaysLinear193",-0.000569652623408934,0.0080524970642734,47,-0.0707423571672343,0.943902968588208,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia;  s__uncultured_Blautia","DaysLinear",0.990443377771062
"DaysLinear202",-0.00200294222919361,0.0217850170882807,18,-0.0919412741829382,0.927760218627333,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Coprococcus;  s__unidentified","DaysLinear",0.990443377771062
"DaysLinear203",0.000196013740233649,0.00323690844568152,90,0.0605558493614974,0.951847204393695,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Coprococcus; NA","DaysLinear",0.990443377771062
"DaysLinear220",-0.000476179635536393,0.00471911524658145,90,-0.100904430312724,0.919850776516437,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__[Clostridium]_scindens","DaysLinear",0.990443377771062
"DaysLinear228",-0.000400272975010881,0.00635740079555559,125,-0.0629617335579517,0.949897545034798,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospira; NA","DaysLinear",0.990443377771062
"DaysLinear364",0.000516295305982236,0.00697363057615479,107,0.074035367997213,0.941120473368108,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae; NA; NA","DaysLinear",0.990443377771062
"DaysLinear383",-0.000390933844476355,0.00673059993558632,149,-0.0580830606807267,0.953760289705467,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Intestinibacter; NA","DaysLinear",0.990443377771062
"DaysLinear426",0.000701018709944486,0.00990890354680345,16,0.0707463451060264,0.944476367785375,"d__Bacteria;  p__Verrucomicrobiota;  c__Lentisphaeria;  o__Victivallales;  f__vadinBE97;  g__vadinBE97;  s__uncultured_rumen","DaysLinear",0.990443377771062
"DaysLinear115",0.000938656355558038,0.017917476858539,9,0.0523877531958804,0.959364097730769,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_sanfranciscensis","DaysLinear",0.993873597649143
"DaysLinear67",0.000227818890009549,0.00790481138406683,82,0.0288202815906205,0.977077953220317,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__Alistipes;  s__uncultured_Alistipes","DaysLinear",0.995513386299946
"DaysLinear116",0.000431830761086123,0.00941793875070742,158,0.0458519398476324,0.963486161739503,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus; NA","DaysLinear",0.995513386299946
"DaysLinear137",0.000156212650015942,0.00410838658343958,92,0.0380228702541327,0.969751833037007,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group;  s__uncultured_marine","DaysLinear",0.995513386299946
"DaysLinear153",0.000738813835504512,0.0207748490533566,14,0.0355628978871036,0.972132986388877,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1;  s__human_gut","DaysLinear",0.995513386299946
"DaysLinear191",-0.000150643986279805,0.00439256035078531,126,-0.0342952570367923,0.972695977382812,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia;  s__metagenome","DaysLinear",0.995513386299946
"DaysLinear239",0.000425308077529876,0.0136050228016565,20,0.0312611072932632,0.975371173130401,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-001;  s__Lachnospiraceae_bacterium","DaysLinear",0.995513386299946
"DaysLinear423",0.000370998422231877,0.00869543225343643,126,0.0426658976136878,0.966035402709866,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Pasteurellales;  f__Pasteurellaceae;  g__Haemophilus; NA","DaysLinear",0.995513386299946
"DaysLinear114",0.000335965808790705,0.0157743304560077,20,0.0212982611038652,0.983218788599991,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_salivarius","DaysLinear",0.99590114365262
"DaysLinear150",0.000204642218029405,0.0130952333914802,19,0.0156272295354847,0.987694715059733,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia;  f__Hungateiclostridiaceae;  g__Ruminiclostridium;  s__uncultured_bacterium","DaysLinear",0.99590114365262
"DaysLinear189",7.47864057296478e-05,0.00680732392300624,39,0.0109861682175719,0.991290490209783,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia;  s__Blautia_hydrogenotrophica","DaysLinear",0.99590114365262
"DaysLinear358",0.000122379064507077,0.00511168275019419,51,0.0239410523867952,0.980993058376412,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__human_gut","DaysLinear",0.99590114365262
"DaysLinear384",-0.000125614054772396,0.0110536655709616,17,-0.0113640180233413,0.991065318767218,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Paeniclostridium; NA","DaysLinear",0.99590114365262
"DaysLinear428",-0.000143837543539585,0.00818330102147857,20,-0.0175769586334484,0.986150506643274,"d__Bacteria;  p__Verrucomicrobiota;  c__Lentisphaeria;  o__Victivallales;  f__Victivallaceae;  g__Victivallis;  s__Victivallis_vadensis","DaysLinear",0.99590114365262
"DaysLinear139",2.6634578260471e-05,0.00690106367594335,83,0.00385948884275875,0.996929842356191,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group;  s__uncultured_prokaryote","DaysLinear",0.996929842356191
"DaysLinear207",-3.83861393324507e-05,0.00652566308039795,85,-0.00588233545917449,0.995320386252693,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Eisenbergiella;  s__uncultured_organism","DaysLinear",0.996929842356191
