"","Value","Std.Error","DF","t-value","p-value","Taxa","Group","FDR"
"DaysLinear92",-0.0218370926986473,0.00485818232167256,145,-4.49491008215791,1.41362875207281e-05,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__[Clostridium]_innocuum_group; NA","DaysLinear",0.00610687620895453
"DaysLinear106",-0.0332505868219386,0.0085814570732211,34,-3.87470175964626,0.00046303722812563,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__uncultured;  s__Clostridiales_bacterium","DaysLinear",0.0535264269846073
"DaysLinear196",-0.0274741604523869,0.00703587963416078,30,-3.90486504615481,0.00049561506467229,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Catenibacillus;  s__uncultured_bacterium","DaysLinear",0.0535264269846073
"DaysLinear291",-0.0222181368124551,0.0059217750348068,136,-3.7519386808621,0.000258916599038475,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Colidextribacter; NA","DaysLinear",0.0535264269846073
"DaysLinear120",0.0438630699060805,0.0117926796846102,38,3.71951677474315,0.000642756609365139,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Weissella; NA","DaysLinear",0.055534171049148
"DaysLinear89",-0.018065176169716,0.00557248090639432,129,-3.24185519397411,0.00151144977217261,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Erysipelatoclostridium; NA","DaysLinear",0.0593587546889606
"DaysLinear112",0.064763523452511,0.0184998078199316,50,3.50076736379581,0.000985807425606223,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_fermentum","DaysLinear",0.0593587546889606
"DaysLinear204",0.013288564747439,0.00408187114973446,115,3.25550813829668,0.00148722195762304,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea;  s__uncultured_bacterium","DaysLinear",0.0593587546889606
"DaysLinear222",0.0214999067363209,0.00632700189358381,61,3.39811921948749,0.00120014927314721,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__human_gut","DaysLinear",0.0593587546889606
"DaysLinear259",0.0380138025830569,0.00904278501163848,13,4.20377157414794,0.0010322798033098,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Sellimonas;  s__uncultured_organism","DaysLinear",0.0593587546889606
"DaysLinear334",-0.0167739917375435,0.00503743191539637,94,-3.32986966757318,0.0012423639638912,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__DTU089; NA","DaysLinear",0.0593587546889606
"DaysLinear5",0.0223626661526156,0.00692833831989253,20,3.22770989522961,0.00422045016624178,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Bifidobacteriales;  f__Bifidobacteriaceae;  g__Alloscardovia;  s__Alloscardovia_omnicolens","DaysLinear",0.123378780918445
"DaysLinear71",-0.0283244679835705,0.00826892071083897,15,-3.42541293768152,0.00375668389632077,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Tannerellaceae;  g__Parabacteroides; NA","DaysLinear",0.123378780918445
"DaysLinear198",-0.0510405098353978,0.0160159784666773,19,-3.1868493043739,0.00485518350836472,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__CHKCI001;  s__uncultured_organism","DaysLinear",0.123378780918445
"DaysLinear264",-0.0504199337088193,0.0165820163073403,37,-3.04063949608468,0.00432035593814873,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Tyzzerella; NA","DaysLinear",0.123378780918445
"DaysLinear282",-0.0407274644798383,0.0122447610189908,15,-3.32611346327402,0.00460555268965311,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Butyricicoccaceae;  g__Butyricicoccus;  s__Butyricicoccus_pullicaecorum","DaysLinear",0.123378780918445
"DaysLinear351",-0.0265214724073789,0.00909547292650735,117,-2.91589812005115,0.00425203288251561,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Ruminococcus; NA","DaysLinear",0.123378780918445
"DaysLinear146",-0.0275943020036623,0.00953155874184155,40,-2.89504610431965,0.00611417271041907,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_UCG-014;  f__Clostridia_UCG-014;  g__Clostridia_UCG-014; NA","DaysLinear",0.137761695678862
"DaysLinear170",-0.0357354591895268,0.0122020593419564,28,-2.92864164876264,0.00669674909550025,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_ventriosum_group; NA","DaysLinear",0.137761695678862
"DaysLinear216",-0.0650903344343103,0.0197856327827002,12,-3.28977774677101,0.00646197626408006,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Hungatella;  s__uncultured_bacterium","DaysLinear",0.137761695678862
"DaysLinear289",-0.0219968008561956,0.00762008589993419,41,-2.88668673097052,0.00618595216365043,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Colidextribacter;  s__Colidextribacter_massiliensis","DaysLinear",0.137761695678862
"DaysLinear151",0.0586576523107397,0.019763382572485,22,2.96799660157387,0.00710154078892322,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1;  s__Clostridium_butyricum","DaysLinear",0.138451176728408
"DaysLinear292",-0.0146617767984718,0.00541811698825866,152,-2.70606500934636,0.00758694816101945,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Flavonifractor;  s__uncultured_bacterium","DaysLinear",0.138451176728408
"DaysLinear359",-0.0787954888116521,0.0250252363313077,13,-3.14864114642048,0.00769173204046713,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__metagenome","DaysLinear",0.138451176728408
"DaysLinear209",-0.0259336474107234,0.00818195774053154,12,-3.16961395220291,0.00807540867227682,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Frisingicoccus;  s__uncultured_organism","DaysLinear",0.139543061856943
"DaysLinear145",-0.0232182600997669,0.00840123240453462,41,-2.76367311148716,0.00852184677714803,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_UCG-014;  f__Clostridia_UCG-014;  g__Clostridia_UCG-014;  s__uncultured_organism","DaysLinear",0.14159376183569
"DaysLinear342",-0.0109619900917373,0.00416098122075867,141,-2.63447237806532,0.00936872725879026,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Incertae_Sedis;  s__uncultured_organism","DaysLinear",0.149899636140644
"DaysLinear238",0.019604442317322,0.00681261834316031,15,2.87766631415722,0.0115038079970608,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4B4_group;  s__uncultured_bacterium","DaysLinear",0.167459530123416
"DaysLinear297",-0.0381160358752319,0.0138497745983331,25,-2.75210514110601,0.0108606970635259,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group;  s__uncultured_organism","DaysLinear",0.167459530123416
"DaysLinear349",-0.0798961639780773,0.0291438611133636,23,-2.74144059592165,0.0116291340363483,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Ruminococcus;  s__metagenome","DaysLinear",0.167459530123416
"DaysLinear175",0.0187925042568743,0.00720464300316005,41,2.60838798655695,0.0126354398860364,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gauvreauii_group;  s__uncultured_bacterium","DaysLinear",0.176080968734443
"DaysLinear68",0.0221239031622541,0.00895979911349234,110,2.46924098208165,0.0150776012629082,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__Alistipes; NA","DaysLinear",0.191015587568009
"DaysLinear144",-0.0272814657287612,0.0108199598023988,43,-2.52140176368427,0.0154757999187044,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_UCG-014;  f__Clostridia_UCG-014;  g__Clostridia_UCG-014;  s__gut_metagenome","DaysLinear",0.191015587568009
"DaysLinear205",0.0115257202536504,0.00466066576841725,93,2.47297721534847,0.0152154286038682,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea;  s__uncultured_Dorea","DaysLinear",0.191015587568009
"DaysLinear217",-0.0148753694955105,0.0060479546462461,118,-2.45957027881211,0.0153601603425174,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Hungatella; NA","DaysLinear",0.191015587568009
"DaysLinear81",-0.0183036644562433,0.00715634562304334,21,-2.55768312772734,0.0183344725902703,"d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__uncultured;  s__uncultured_Desulfovibrionaceae","DaysLinear",0.203089542538378
"DaysLinear88",-0.0207973047312269,0.00860398239014694,79,-2.41717193134233,0.017946071891417,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Erysipelatoclostridium;  s__Massiliomicrobiota_timonensis","DaysLinear",0.203089542538378
"DaysLinear104",-0.0205770636600383,0.00830030618761489,36,-2.47907284320932,0.0179916469059737,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Merdibacter;  s__uncultured_bacterium","DaysLinear",0.203089542538378
"DaysLinear221",-0.0249676523306719,0.0101336363629628,42,-2.46383937970437,0.0179232990828452,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__Eubacterium_sp.","DaysLinear",0.203089542538378
"DaysLinear102",-0.0117817406927777,0.00504046683920707,104,-2.33743045408689,0.0213318554633287,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemania;  s__uncultured_bacterium","DaysLinear",0.22872682240622
"DaysLinear166",-0.0304366487550445,0.0127863660399674,29,-2.38039867307928,0.0240841280141942,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_ruminantium_group;  s__uncultured_bacterium","DaysLinear",0.22872682240622
"DaysLinear231",-0.0111901597704028,0.00486567357678849,88,-2.29981719772264,0.0238247394563008,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_FCS020_group;  s__uncultured_organism","DaysLinear",0.22872682240622
"DaysLinear265",-0.0234942962848514,0.00994140352993509,32,-2.36327760100538,0.024355170904366,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__UC5-1-2E3; NA","DaysLinear",0.22872682240622
"DaysLinear296",-0.0213013489765312,0.00913375676824642,91,-2.33215636424494,0.0218987922058957,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group;  s__metagenome","DaysLinear",0.22872682240622
"DaysLinear329",-0.0186311815611753,0.00810665229284958,104,-2.29825837943103,0.0235479046126143,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__CAG-352;  s__uncultured_bacterium","DaysLinear",0.22872682240622
"DaysLinear415",-0.0182871347078936,0.00789990943502031,83,-2.31485371551562,0.0230909441864943,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Sutterellaceae;  g__Sutterella; NA","DaysLinear",0.22872682240622
"DaysLinear173",-0.0208595998051603,0.00906534612931274,37,-2.30102629371325,0.0271244373392862,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_xylanophilum_group; NA","DaysLinear",0.249313977246205
"DaysLinear353",-0.0131224848953436,0.00591326101994991,111,-2.21916212578331,0.0285095884763761,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Subdoligranulum; NA","DaysLinear",0.256586296287385
"DaysLinear233",-0.020203390459899,0.00859660324905211,20,-2.35015969384498,0.02914115779476,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_ND3007_group; NA","DaysLinear",0.256917962598701
"DaysLinear147",0.0261832435154757,0.0114078734667235,23,2.29519056218949,0.0311777546396991,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_vadinBB60_group;  f__Clostridia_vadinBB60_group;  g__Clostridia_vadinBB60_group;  s__gut_metagenome","DaysLinear",0.269375800087001
"DaysLinear183",-0.011094211614233,0.00523515272976747,134,-2.1191763042844,0.0359202337353284,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_torques_group; NA","DaysLinear",0.304265509287488
"DaysLinear275",-0.0149192534455098,0.00709700565081608,56,-2.10218987831781,0.0400461194354094,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Clostridium]_methylpentosum_group;  g__[Clostridium]_methylpentosum_group; NA","DaysLinear",0.326413652756544
"DaysLinear335",-0.0145020339723557,0.00689665557660635,60,-2.10276326130408,0.0396900565211341,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Faecalibacterium;  s__metagenome","DaysLinear",0.326413652756544
"DaysLinear164",0.00836085277627909,0.00403319406669081,55,2.07301028366807,0.0428694890864969,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_hallii_group;  s__uncultured_organism","DaysLinear",0.342955912691975
"DaysLinear136",0.0186910698151536,0.00913105012270227,26,2.04697921531309,0.0508918849485631,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group;  s__uncultured_Clostridium","DaysLinear",0.360440955507833
"DaysLinear165",0.00786653798036092,0.00396302246338788,100,1.98498445392006,0.0498853698347611,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_hallii_group; NA","DaysLinear",0.360440955507833
"DaysLinear243",-0.0131195375758265,0.00665518256896648,125,-1.9713264722449,0.0508955978842079,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-004; NA","DaysLinear",0.360440955507833
"DaysLinear262",-0.0501575327077906,0.0226200170751804,12,-2.21739588175755,0.0466563526699563,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Tyzzerella;  s__uncultured_bacterium","DaysLinear",0.360440955507833
"DaysLinear294",-0.0203850752226769,0.0100967779377996,42,-2.0189683628042,0.0499039317155133,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Intestinimonas;  s__uncultured_bacterium","DaysLinear",0.360440955507833
"DaysLinear301",-0.0121238393286404,0.00607703942243119,137,-1.99502397234575,0.048024086614823,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Oscillibacter; NA","DaysLinear",0.360440955507833
"DaysLinear400",0.0519241228084434,0.0231966281490767,11,2.23843407217398,0.0468295552251854,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Allisonella;  s__uncultured_bacterium","DaysLinear",0.360440955507833
"DaysLinear58",-0.0394594180125075,0.0197613353103877,29,-1.99679917337193,0.0553092182834389,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Prevotella_buccae","DaysLinear",0.373337223413213
"DaysLinear304",-0.0138465380433464,0.00702291274195023,46,-1.97162324980009,0.0546843206729253,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Pseudoflavonifractor;  s__uncultured_bacterium","DaysLinear",0.373337223413213
"DaysLinear324",-0.0318036434759971,0.015565743385125,20,-2.04318179280724,0.0544346317373054,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__[Eubacterium]_siraeum_group;  s__uncultured_bacterium","DaysLinear",0.373337223413213
"DaysLinear377",-0.0126512352263001,0.00659481398716716,92,-1.91836119273692,0.0581661102831294,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__Family_XIII_AD3011_group;  s__uncultured_organism","DaysLinear",0.386580917574029
"DaysLinear12",0.0103739652032229,0.0054814516016586,78,1.89255802241944,0.0621267626320679,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Atopobiaceae;  g__Atopobium;  s__uncultured_bacterium","DaysLinear",0.388967557348599
"DaysLinear19",-0.0109243606596025,0.00568650478468937,48,-1.92110286955456,0.0606684493662304,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Coriobacteriales_Incertae_Sedis;  g__uncultured;  s__gut_metagenome","DaysLinear",0.388967557348599
"DaysLinear44",-0.00875323061099352,0.00464527984283186,148,-1.88432794301955,0.0614816660643038,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides; NA","DaysLinear",0.388967557348599
"DaysLinear368",-0.0130834760459465,0.00676664384726822,37,-1.93352514795477,0.060849979421109,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__UCG-010;  g__UCG-010; NA","DaysLinear",0.388967557348599
"DaysLinear97",-0.0277526665465802,0.0136440452970072,12,-2.034049722238,0.0646654856097149,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalitalea;  s__Faecalitalea_cylindroides","DaysLinear",0.393457602583054
"DaysLinear281",-0.0207026405839487,0.0110466207829671,80,-1.87411526028578,0.0645652573122764,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Eubacterium]_coprostanoligenes_group;  g__[Eubacterium]_coprostanoligenes_group; NA","DaysLinear",0.393457602583054
"DaysLinear60",0.0185675230280473,0.00979203462953156,19,1.8961864138072,0.0732474347520402,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Prevotella_corporis","DaysLinear",0.395536147661017
"DaysLinear179",0.0119960115404693,0.00648539365590513,137,1.84969674578607,0.0665119960174335,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_gnavus_group; NA","DaysLinear",0.395536147661017
"DaysLinear192",-0.0109504975844516,0.00587848797602208,54,-1.86280853667098,0.0679323632481934,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Blautia;  s__Ruminococcus_sp.","DaysLinear",0.395536147661017
"DaysLinear225",-0.029685247297127,0.0157655485948081,23,-1.88291876547213,0.0724205628205423,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__uncultured_organism","DaysLinear",0.395536147661017
"DaysLinear302",-0.0123031842706075,0.00671160341745482,50,-1.83312146224413,0.0727413560070652,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Oscillospira;  s__uncultured_bacterium","DaysLinear",0.395536147661017
"DaysLinear363",-0.00899188202488152,0.0048723197405663,105,-1.84550327229477,0.0677820824198164,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured; NA","DaysLinear",0.395536147661017
"DaysLinear402",-0.0151637861394856,0.00831241968734448,115,-1.82423249906067,0.0707132690693762,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Dialister; NA","DaysLinear",0.395536147661017
"DaysLinear405",0.0148855390642449,0.00820918989470353,138,1.81327746771321,0.0719621136517013,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Veillonella; NA","DaysLinear",0.395536147661017
"DaysLinear418",0.0270834267634552,0.0135725611402129,11,1.99545439388091,0.0713573857802368,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Hafniaceae;  g__Hafnia-Obesumbacterium; NA","DaysLinear",0.395536147661017
"DaysLinear10",0.0264406426571014,0.0139896262154266,16,1.89001780676204,0.0770116805205244,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Rothia;  s__uncultured_bacterium","DaysLinear",0.400406837401055
"DaysLinear31",-0.0148824601900398,0.00824964447891462,40,-1.80401230963081,0.078763770606196,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__uncultured; NA","DaysLinear",0.400406837401055
"DaysLinear63",0.0161268086188676,0.00912928062465161,66,1.76649281382814,0.0819371438489398,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__Alistipes;  s__Alistipes_indistinctus","DaysLinear",0.400406837401055
"DaysLinear87",-0.0156027480367287,0.00816536862209275,12,-1.91084429360762,0.0802039496867483,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Erysipelatoclostridium;  s__Clostridiales_bacterium","DaysLinear",0.400406837401055
"DaysLinear100",0.0111505907884403,0.00607223505274406,25,1.83632397158296,0.0782300516320423,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemanella;  s__uncultured_bacterium","DaysLinear",0.400406837401055
"DaysLinear129",0.010062470650253,0.00573379959914445,96,1.75493936895779,0.0824600248023025,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Gemellaceae;  g__Gemella; NA","DaysLinear",0.400406837401055
"DaysLinear272",-0.00727863076695008,0.00412684987753691,163,-1.76372559771772,0.0796516862674192,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae; NA; NA","DaysLinear",0.400406837401055
"DaysLinear280",0.0220950644447253,0.0124408124658745,55,1.77601458950794,0.0812623679115892,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Eubacterium]_coprostanoligenes_group;  g__[Eubacterium]_coprostanoligenes_group;  s__unidentified","DaysLinear",0.400406837401055
"DaysLinear410",-0.0257855465799305,0.0143531893250508,30,-1.79650292321628,0.0824912234460508,"d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodospirillales;  f__uncultured;  g__uncultured;  s__Azospirillum_sp.","DaysLinear",0.400406837401055
"DaysLinear201",-0.0075563436160069,0.00431782807644965,73,-1.75003346178158,0.0843144957145273,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Coprococcus;  s__metagenome","DaysLinear",0.404709579429731
"DaysLinear287",-0.00956344042854446,0.00553628374983207,43,-1.72741153826058,0.0912712200331903,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Butyricicoccaceae;  g__UCG-009; NA","DaysLinear",0.423969538218691
"DaysLinear357",0.0210822914649528,0.0118733452922506,20,1.77559827883661,0.0910187440799321,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__gut_metagenome","DaysLinear",0.423969538218691
"DaysLinear416",0.0153303869929638,0.0089780095177988,144,1.70754853429053,0.0898752202856879,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Escherichia-Shigella; NA","DaysLinear",0.423969538218691
"DaysLinear288",-0.00536680008226631,0.00311391259461073,35,-1.72349091992969,0.0936246342003251,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ethanoligenenaceae;  g__Acetanaerobacterium;  s__uncultured_rumen","DaysLinear",0.430274914622771
"DaysLinear391",-0.0147535219692903,0.0087420462214554,77,-1.68765087664271,0.0955252380893389,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcales-Tissierellales;  g__Finegoldia;  s__uncultured_bacterium","DaysLinear",0.434388451100994
"DaysLinear83",-0.01599364291574,0.00948911299052726,28,-1.68547291319073,0.103012138445861,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Candidatus_Stoquefichus; NA","DaysLinear",0.437727314693374
"DaysLinear160",-0.0126611929557783,0.00760789953967669,105,-1.6642166329547,0.0990507784675858,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_eligens_group; NA","DaysLinear",0.437727314693374
"DaysLinear169",-0.0243008728003922,0.013681690474558,11,-1.77616010576919,0.103338805629054,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_ventriosum_group;  s__uncultured_rumen","DaysLinear",0.437727314693374
"DaysLinear235",0.0089553358637732,0.00524031266886002,25,1.70893159047346,0.0998513436158842,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4A136_group;  s__uncultured_Clostridium","DaysLinear",0.437727314693374
"DaysLinear251",-0.00998155456775668,0.00596489903461442,97,-1.67338198179609,0.0974742028148168,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Marvinbryantia; NA","DaysLinear",0.437727314693374
